lambda  n   fit
5.182799999999999727e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.183400000000000318e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.183999999999999773e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.184700000000000273e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.185299999999999727e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.185900000000000318e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.186599999999999682e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.187200000000000273e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.187799999999999727e+02 7.576999999999999602e+01 0.000000000000000000e+00
5.188500000000000227e+02 2.253000000000000114e+01 0.000000000000000000e+00
5.189099999999999682e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.189700000000000273e+02 -1.024000000000000057e+02 0.000000000000000000e+00
5.190299999999999727e+02 4.710000000000000142e+01 0.000000000000000000e+00
5.191000000000000227e+02 1.003499999999999943e+02 0.000000000000000000e+00
5.191599999999999682e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.192200000000000273e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.192899999999999636e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.193500000000000227e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.194099999999999682e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.194800000000000182e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.195399999999999636e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.196000000000000227e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.196699999999999591e+02 -7.781999999999999318e+01 0.000000000000000000e+00
5.197300000000000182e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.197899999999999636e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.198600000000000136e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.199199999999999591e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.199800000000000182e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.200499999999999545e+02 -2.867000000000000171e+01 0.000000000000000000e+00
5.201100000000000136e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.201699999999999591e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.202300000000000182e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.202999999999999545e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.203600000000000136e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.204199999999999591e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.204900000000000091e+02 -1.064899999999999949e+02 0.000000000000000000e+00
5.205499999999999545e+02 -8.192000000000000171e+01 0.000000000000000000e+00
5.206100000000000136e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.206799999999999500e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.207400000000000091e+02 -7.168000000000000682e+01 0.000000000000000000e+00
5.207999999999999545e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.208700000000000045e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.209299999999999500e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.209900000000000091e+02 -6.143999999999999773e+01 0.000000000000000000e+00
5.210499999999999545e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.211200000000000045e+02 -7.781999999999999318e+01 0.000000000000000000e+00
5.211799999999999500e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.212400000000000091e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.213099999999999454e+02 4.300999999999999801e+01 0.000000000000000000e+00
5.213700000000000045e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.214299999999999500e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.214900000000000091e+02 6.553000000000000114e+01 0.000000000000000000e+00
5.215599999999999454e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.216200000000000045e+02 6.349000000000000199e+01 0.000000000000000000e+00
5.216799999999999500e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.217500000000000000e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.218099999999999454e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.218700000000000045e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.219299999999999500e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.220000000000000000e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.220599999999999454e+02 -9.010999999999999943e+01 0.000000000000000000e+00
5.221200000000000045e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.221900000000000546e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.222500000000000000e+02 9.829999999999999716e+01 0.000000000000000000e+00
5.223099999999999454e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.223700000000000045e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.224400000000000546e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.225000000000000000e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.225599999999999454e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.226299999999999955e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.226900000000000546e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.227500000000000000e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.228099999999999454e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.228799999999999955e+02 7.373000000000000398e+01 0.000000000000000000e+00
5.229400000000000546e+02 -7.168000000000000682e+01 0.000000000000000000e+00
5.230000000000000000e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.230599999999999454e+02 5.939000000000000057e+01 0.000000000000000000e+00
5.231299999999999955e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.231900000000000546e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.232500000000000000e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.233200000000000500e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.233799999999999955e+02 -8.396999999999999886e+01 0.000000000000000000e+00
5.234400000000000546e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.235000000000000000e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.235700000000000500e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.236299999999999955e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.236900000000000546e+02 -6.139999999999999680e+00 0.000000000000000000e+00
5.237500000000000000e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.238200000000000500e+02 7.373000000000000398e+01 0.000000000000000000e+00
5.238799999999999955e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.239400000000000546e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.240000000000000000e+02 1.064899999999999949e+02 0.000000000000000000e+00
5.240700000000000500e+02 -5.939000000000000057e+01 0.000000000000000000e+00
5.241299999999999955e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.241900000000000546e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.242500000000000000e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.243200000000000500e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.243799999999999955e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.244400000000000546e+02 -3.277000000000000313e+01 0.000000000000000000e+00
5.245000000000000000e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.245700000000000500e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.246299999999999955e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.246900000000000546e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.247500000000000000e+02 -1.024000000000000021e+01 0.000000000000000000e+00
5.248200000000000500e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.248799999999999955e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.249400000000000546e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.250000000000000000e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.250700000000000500e+02 -6.553000000000000114e+01 0.000000000000000000e+00
5.251299999999999955e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.251900000000000546e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.252500000000000000e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.253200000000000500e+02 -4.300999999999999801e+01 0.000000000000000000e+00
5.253799999999999955e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.254400000000000546e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.255000000000000000e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.255700000000000500e+02 -6.349000000000000199e+01 0.000000000000000000e+00
5.256299999999999955e+02 1.637999999999999901e+01 0.000000000000000000e+00
5.256900000000000546e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.257500000000000000e+02 1.637999999999999901e+01 0.000000000000000000e+00
5.258200000000000500e+02 6.553000000000000114e+01 0.000000000000000000e+00
5.258799999999999955e+02 7.987000000000000455e+01 0.000000000000000000e+00
5.259400000000000546e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.260000000000000000e+02 1.637999999999999901e+01 0.000000000000000000e+00
5.260700000000000500e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.261299999999999955e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.261900000000000546e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.262500000000000000e+02 -9.010999999999999943e+01 0.000000000000000000e+00
5.263099999999999454e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.263799999999999955e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.264400000000000546e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.265000000000000000e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.265599999999999454e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.266299999999999955e+02 -1.003499999999999943e+02 0.000000000000000000e+00
5.266900000000000546e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.267500000000000000e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.268099999999999454e+02 -6.349000000000000199e+01 0.000000000000000000e+00
5.268700000000000045e+02 1.556500000000000057e+02 0.000000000000000000e+00
5.269400000000000546e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.270000000000000000e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.270599999999999454e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.271200000000000045e+02 3.890999999999999659e+01 0.000000000000000000e+00
5.271900000000000546e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.272500000000000000e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.273099999999999454e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.273700000000000045e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.274299999999999500e+02 1.085400000000000063e+02 0.000000000000000000e+00
5.275000000000000000e+02 5.734000000000000341e+01 0.000000000000000000e+00
5.275599999999999454e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.276200000000000045e+02 1.167300000000000040e+02 0.000000000000000000e+00
5.276799999999999500e+02 1.105900000000000034e+02 0.000000000000000000e+00
5.277500000000000000e+02 6.349000000000000199e+01 0.000000000000000000e+00
5.278099999999999454e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.278700000000000045e+02 8.192000000000000171e+01 0.000000000000000000e+00
5.279299999999999500e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.279900000000000091e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.280599999999999454e+02 4.300999999999999801e+01 0.000000000000000000e+00
5.281200000000000045e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.281799999999999500e+02 -4.300999999999999801e+01 0.000000000000000000e+00
5.282400000000000091e+02 7.373000000000000398e+01 0.000000000000000000e+00
5.282999999999999545e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.283700000000000045e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.284299999999999500e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.284900000000000091e+02 9.010999999999999943e+01 0.000000000000000000e+00
5.285499999999999545e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.286100000000000136e+02 9.625000000000000000e+01 0.000000000000000000e+00
5.286799999999999500e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.287400000000000091e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.287999999999999545e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.288600000000000136e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.289199999999999591e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.289900000000000091e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.290499999999999545e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.291100000000000136e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.291699999999999591e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.292300000000000182e+02 -3.277000000000000313e+01 0.000000000000000000e+00
5.292899999999999636e+02 -1.024000000000000057e+02 0.000000000000000000e+00
5.293600000000000136e+02 6.349000000000000199e+01 0.000000000000000000e+00
5.294199999999999591e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.294800000000000182e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.295399999999999636e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.296000000000000227e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.296699999999999591e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.297300000000000182e+02 -5.939000000000000057e+01 0.000000000000000000e+00
5.297899999999999636e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.298500000000000227e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.299099999999999682e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.299800000000000182e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.300399999999999636e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.301000000000000227e+02 -3.071999999999999886e+01 0.000000000000000000e+00
5.301599999999999682e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.302200000000000273e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.302799999999999727e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.303500000000000227e+02 4.300999999999999801e+01 0.000000000000000000e+00
5.304099999999999682e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.304700000000000273e+02 8.806000000000000227e+01 0.000000000000000000e+00
5.305299999999999727e+02 -7.168000000000000682e+01 0.000000000000000000e+00
5.305900000000000318e+02 7.781999999999999318e+01 0.000000000000000000e+00
5.306499999999999773e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.307200000000000273e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.307799999999999727e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.308400000000000318e+02 2.253000000000000114e+01 0.000000000000000000e+00
5.308999999999999773e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.309600000000000364e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.310199999999999818e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.310900000000000318e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.311499999999999773e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.312100000000000364e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.312699999999999818e+02 4.710000000000000142e+01 0.000000000000000000e+00
5.313300000000000409e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.313899999999999864e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.314600000000000364e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.315199999999999818e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.315800000000000409e+02 7.987000000000000455e+01 0.000000000000000000e+00
5.316399999999999864e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.317000000000000455e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.317599999999999909e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.318300000000000409e+02 7.987000000000000455e+01 0.000000000000000000e+00
5.318899999999999864e+02 -7.373000000000000398e+01 0.000000000000000000e+00
5.319500000000000455e+02 5.325000000000000000e+01 0.000000000000000000e+00
5.320099999999999909e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.320700000000000500e+02 1.146899999999999977e+02 0.000000000000000000e+00
5.321299999999999955e+02 -5.120000000000000284e+01 0.000000000000000000e+00
5.321900000000000546e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.322599999999999909e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.323200000000000500e+02 8.396999999999999886e+01 0.000000000000000000e+00
5.323799999999999955e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.324400000000000546e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.325000000000000000e+02 -8.396999999999999886e+01 0.000000000000000000e+00
5.325599999999999454e+02 -7.781999999999999318e+01 0.000000000000000000e+00
5.326299999999999955e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.326900000000000546e+02 6.757999999999999829e+01 0.000000000000000000e+00
5.327500000000000000e+02 -5.939000000000000057e+01 0.000000000000000000e+00
5.328099999999999454e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.328700000000000045e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.329299999999999500e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.329900000000000091e+02 -8.192000000000000171e+01 0.000000000000000000e+00
5.330599999999999454e+02 -8.806000000000000227e+01 0.000000000000000000e+00
5.331200000000000045e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.331799999999999500e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.332400000000000091e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.332999999999999545e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.333600000000000136e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.334199999999999591e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.334800000000000182e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.335499999999999545e+02 -5.120000000000000284e+01 0.000000000000000000e+00
5.336100000000000136e+02 9.010999999999999943e+01 0.000000000000000000e+00
5.336699999999999591e+02 3.890999999999999659e+01 0.000000000000000000e+00
5.337300000000000182e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.337899999999999636e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.338500000000000227e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.339099999999999682e+02 5.325000000000000000e+01 0.000000000000000000e+00
5.339800000000000182e+02 6.553000000000000114e+01 0.000000000000000000e+00
5.340399999999999636e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.341000000000000227e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.341599999999999682e+02 -1.024000000000000021e+01 0.000000000000000000e+00
5.342200000000000273e+02 -5.120000000000000284e+01 0.000000000000000000e+00
5.342799999999999727e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.343400000000000318e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.343999999999999773e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.344700000000000273e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.345299999999999727e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.345900000000000318e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.346499999999999773e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.347100000000000364e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.347699999999999818e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.348300000000000409e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.348899999999999864e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.349500000000000455e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.350199999999999818e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.350800000000000409e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.351399999999999864e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.352000000000000455e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.352599999999999909e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.353200000000000500e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.353799999999999955e+02 7.987000000000000455e+01 0.000000000000000000e+00
5.354400000000000546e+02 -1.024000000000000021e+01 0.000000000000000000e+00
5.355000000000000000e+02 -6.349000000000000199e+01 0.000000000000000000e+00
5.355700000000000500e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.356299999999999955e+02 2.253000000000000114e+01 0.000000000000000000e+00
5.356900000000000546e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.357500000000000000e+02 2.253000000000000114e+01 0.000000000000000000e+00
5.358099999999999454e+02 9.829999999999999716e+01 0.000000000000000000e+00
5.358700000000000045e+02 1.024000000000000057e+02 0.000000000000000000e+00
5.359299999999999500e+02 9.420999999999999375e+01 0.000000000000000000e+00
5.359900000000000091e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.360499999999999545e+02 4.300999999999999801e+01 0.000000000000000000e+00
5.361100000000000136e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.361799999999999500e+02 9.215999999999999659e+01 0.000000000000000000e+00
5.362400000000000091e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.362999999999999545e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.363600000000000136e+02 -7.781999999999999318e+01 0.000000000000000000e+00
5.364199999999999591e+02 6.757999999999999829e+01 0.000000000000000000e+00
5.364800000000000182e+02 -1.064899999999999949e+02 0.000000000000000000e+00
5.365399999999999636e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.366000000000000227e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.366599999999999682e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.367200000000000273e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.367899999999999636e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.368500000000000227e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.369099999999999682e+02 1.187800000000000011e+02 0.000000000000000000e+00
5.369700000000000273e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.370299999999999727e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.370900000000000318e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.371499999999999773e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.372100000000000364e+02 -3.277000000000000313e+01 0.000000000000000000e+00
5.372699999999999818e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.373300000000000409e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.373899999999999864e+02 -5.939000000000000057e+01 0.000000000000000000e+00
5.374500000000000455e+02 1.228999999999999915e+01 9.006127008044330120e-316
5.375199999999999818e+02 4.914999999999999858e+01 1.069428034447192687e-310
5.375800000000000409e+02 3.482000000000000028e+01 2.221054305675243625e-306
5.376399999999999864e+02 4.914999999999999858e+01 4.306709839273089781e-302
5.377000000000000455e+02 -2.048000000000000043e+01 7.796700829890573159e-298
5.377599999999999909e+02 6.757999999999999829e+01 1.317816527233681277e-293
5.378200000000000500e+02 2.049999999999999822e+00 2.079590630419307344e-289
5.378799999999999955e+02 -8.396999999999999886e+01 3.063935203390147475e-285
5.379400000000000546e+02 -4.099999999999999645e+00 4.214636493884591683e-281
5.380000000000000000e+02 0.000000000000000000e+00 5.412768990950277067e-277
5.380599999999999454e+02 -1.637999999999999901e+01 6.490194078693231380e-273
5.381200000000000045e+02 -4.096000000000000085e+01 7.265653753688475004e-269
5.381799999999999500e+02 -1.842999999999999972e+01 7.593998966366619932e-265
5.382400000000000091e+02 -2.253000000000000114e+01 7.410460421358667669e-261
5.383099999999999454e+02 1.228999999999999915e+01 3.064961134289431969e-256
5.383700000000000045e+02 -1.433999999999999986e+01 2.577431182942315251e-252
5.384299999999999500e+02 -3.482000000000000028e+01 2.023615548099459134e-248
5.384900000000000091e+02 4.506000000000000227e+01 1.483364082418701224e-244
5.385499999999999545e+02 1.310699999999999932e+02 1.015187666026478236e-240
5.386100000000000136e+02 1.433999999999999986e+01 6.486698742038944135e-237
5.386699999999999591e+02 2.457999999999999829e+01 3.869723608712090970e-233
5.387300000000000182e+02 -1.637999999999999901e+01 2.155336024082124276e-229
5.387899999999999636e+02 -3.685999999999999943e+01 1.120801879924157710e-225
5.388500000000000227e+02 -4.099999999999999645e+00 5.441536367381192607e-222
5.389099999999999682e+02 1.228999999999999915e+01 2.466567720436916322e-218
5.389700000000000273e+02 -4.300999999999999801e+01 1.043862686184467165e-214
5.390299999999999727e+02 2.457999999999999829e+01 4.124511566805613317e-211
5.390900000000000318e+02 -1.433999999999999986e+01 1.521529932421863151e-207
5.391499999999999773e+02 -1.228999999999999915e+01 5.240434503066179460e-204
5.392100000000000364e+02 3.277000000000000313e+01 1.685128084346706601e-200
5.392799999999999727e+02 3.685999999999999943e+01 1.908763627000363663e-196
5.393400000000000318e+02 2.457999999999999829e+01 5.289385473571679177e-193
5.393999999999999773e+02 5.529999999999999716e+01 1.368475756783402845e-189
5.394600000000000364e+02 3.071999999999999886e+01 3.305581127266479276e-186
5.395199999999999818e+02 -4.506000000000000227e+01 7.454823315834953321e-183
5.395800000000000409e+02 -3.890999999999999659e+01 1.569660435624973507e-179
5.396399999999999864e+02 5.120000000000000284e+01 3.085694247671070607e-176
5.397000000000000455e+02 2.048000000000000043e+01 5.663421594222588745e-173
5.397599999999999909e+02 -1.637999999999999901e+01 9.704735788899720232e-170
5.398200000000000500e+02 -1.433999999999999986e+01 1.552627815679176126e-166
5.398799999999999955e+02 4.506000000000000227e+01 2.319155295299767839e-163
5.399400000000000546e+02 -5.120000000000000284e+01 3.234231641445527364e-160
5.400000000000000000e+02 1.842999999999999972e+01 4.211058112665714207e-157
5.400599999999999454e+02 2.662000000000000099e+01 5.119059413594345847e-154
5.401200000000000045e+02 6.962999999999999545e+01 5.809890241204467200e-151
5.401799999999999500e+02 1.228799999999999955e+02 6.156367090688749684e-148
5.402400000000000091e+02 2.662000000000000099e+01 6.090597646578621904e-145
5.402999999999999545e+02 5.325000000000000000e+01 5.625668472065652703e-142
5.403600000000000136e+02 -1.637999999999999901e+01 4.851401097017188140e-139
5.404199999999999591e+02 -4.300999999999999801e+01 3.906061271044101352e-136
5.404900000000000091e+02 6.757999999999999829e+01 8.794927097122626620e-133
5.405499999999999545e+02 8.189999999999999503e+00 6.102271996701912284e-130
5.406100000000000136e+02 6.554000000000000625e+01 3.953026280054578619e-127
5.406699999999999591e+02 1.228999999999999915e+01 2.390818809385786335e-124
5.407300000000000182e+02 6.349000000000000199e+01 1.350026982229352853e-121
5.407899999999999636e+02 -8.192000000000000171e+01 7.117329228061590783e-119
5.408500000000000227e+02 5.529999999999999716e+01 3.503244790495557753e-116
5.409099999999999682e+02 -4.506000000000000227e+01 1.609914220215106531e-113
5.409700000000000273e+02 -2.662000000000000099e+01 6.907387342389571616e-111
5.410299999999999727e+02 7.373000000000000398e+01 2.766965261198671425e-108
5.410900000000000318e+02 5.734000000000000341e+01 1.034838136569931973e-105
5.411499999999999773e+02 3.277000000000000313e+01 3.613432664550122606e-103
5.412100000000000364e+02 3.685999999999999943e+01 1.178002818032741532e-100
5.412699999999999818e+02 7.373000000000000398e+01 3.585514762232281909e-98
5.413300000000000409e+02 1.842999999999999972e+01 1.018909291862775635e-95
5.413899999999999864e+02 2.867000000000000171e+01 2.703325574042480293e-93
5.414500000000000455e+02 -1.228999999999999915e+01 6.696378686615941659e-91
5.415099999999999909e+02 -2.867000000000000171e+01 1.548675686794155366e-88
5.415700000000000500e+02 2.048000000000000043e+01 3.343950017868048468e-86
5.416299999999999955e+02 9.215999999999999659e+01 6.741210628719729569e-84
5.416900000000000546e+02 -2.253000000000000114e+01 1.268804875034190129e-81
5.417500000000000000e+02 1.433600000000000136e+02 2.229618723321733064e-79
5.418099999999999454e+02 3.890999999999999659e+01 3.658012533237839011e-77
5.418700000000000045e+02 4.914999999999999858e+01 5.603231912483206378e-75
