t ch1 ch2 ch3
576 4.00e-04 0.00e+00 2.96e+01
577 -4.00e-04 4.00e-04 2.88e+01
578 4.00e-04 0.00e+00 2.88e+01
579 -4.00e-04 4.00e-04 3.12e+01
580 4.00e-04 0.00e+00 3.04e+01
581 -4.00e-04 4.00e-04 3.12e+01
582 4.00e-04 0.00e+00 3.12e+01
583 -4.00e-04 4.00e-04 3.04e+01
584 4.00e-04 0.00e+00 3.04e+01
585 -4.00e-04 4.00e-04 3.20e+01
586 4.00e-04 0.00e+00 3.20e+01
587 0.00e+00 4.00e-04 3.12e+01
588 4.00e-04 0.00e+00 3.20e+01
589 -4.00e-04 4.00e-04 3.12e+01
590 4.00e-04 2.00e-04 3.12e+01
591 -4.00e-04 0.00e+00 3.36e+01
592 4.00e-04 0.00e+00 3.20e+01
593 -4.00e-04 4.00e-04 3.36e+01
594 4.00e-04 0.00e+00 3.36e+01
595 -4.00e-04 4.00e-04 3.28e+01
596 4.00e-04 0.00e+00 3.28e+01
597 -4.00e-04 4.00e-04 3.44e+01
598 -4.00e-04 0.00e+00 3.44e+01
599 4.00e-04 4.00e-04 3.36e+01
600 4.00e-04 -2.00e-04 3.44e+01
601 -4.00e-04 4.00e-04 3.36e+01
602 4.00e-04 0.00e+00 3.36e+01
603 -4.00e-04 2.00e-04 3.44e+01
604 4.00e-04 2.00e-04 3.44e+01
605 -4.00e-04 -2.00e-04 3.36e+01
606 4.00e-04 0.00e+00 3.36e+01
607 -4.00e-04 4.00e-04 3.60e+01
608 4.00e-04 0.00e+00 3.36e+01
609 -4.00e-04 2.00e-04 3.44e+01
610 4.00e-04 0.00e+00 3.44e+01
611 -4.00e-04 2.00e-04 3.36e+01
612 4.00e-04 0.00e+00 3.44e+01
613 -4.00e-04 2.00e-04 3.36e+01
614 4.00e-04 0.00e+00 3.44e+01
615 -4.00e-04 2.00e-04 3.36e+01
616 4.00e-04 0.00e+00 3.44e+01
617 -4.00e-04 2.00e-04 3.36e+01
618 4.00e-04 0.00e+00 3.44e+01
619 -4.00e-04 4.00e-04 3.36e+01
620 4.00e-04 0.00e+00 3.36e+01
621 -4.00e-04 4.00e-04 3.44e+01
622 -4.00e-04 0.00e+00 3.44e+01
623 4.00e-04 2.00e-04 3.28e+01
624 0.00e+00 0.00e+00 3.28e+01
625 8.00e-04 4.00e-04 3.36e+01
626 1.20e-03 0.00e+00 3.36e+01
627 0.00e+00 4.00e-04 3.28e+01
628 0.00e+00 0.00e+00 3.28e+01
629 1.20e-03 4.00e-04 3.36e+01
630 4.00e-04 4.00e-04 3.36e+01
631 0.00e+00 -2.00e-04 3.20e+01
632 1.20e-03 0.00e+00 3.20e+01
633 0.00e+00 4.00e-04 3.12e+01
634 0.00e+00 4.00e-04 3.20e+01
635 1.20e-03 -2.00e-04 3.12e+01
636 0.00e+00 0.00e+00 3.20e+01
637 1.20e-03 2.00e-04 3.04e+01
638 0.00e+00 0.00e+00 3.20e+01
639 1.20e-03 4.00e-04 3.04e+01
640 1.20e-03 4.00e-04 3.12e+01
641 0.00e+00 0.00e+00 3.04e+01
642 8.00e-04 4.00e-04 3.04e+01
643 -4.00e-04 -2.00e-04 3.12e+01
644 -4.00e-04 2.00e-04 3.12e+01
645 4.00e-04 0.00e+00 2.88e+01
646 0.00e+00 0.00e+00 2.96e+01
647 1.20e-03 4.00e-04 2.88e+01
648 1.20e-03 0.00e+00 2.96e+01
649 0.00e+00 4.00e-04 2.88e+01
650 1.20e-03 0.00e+00 2.96e+01
651 0.00e+00 4.00e-04 2.80e+01
652 1.20e-03 0.00e+00 2.88e+01
653 0.00e+00 4.00e-04 2.80e+01
654 -4.00e-04 0.00e+00 2.80e+01
655 1.20e-03 4.00e-04 2.88e+01
656 0.00e+00 0.00e+00 2.88e+01
657 1.20e-03 4.00e-04 2.72e+01
658 1.20e-03 0.00e+00 2.88e+01
659 0.00e+00 4.00e-04 2.64e+01
660 0.00e+00 0.00e+00 2.72e+01
661 1.20e-03 4.00e-04 2.64e+01
662 1.20e-03 4.00e-04 2.72e+01
663 0.00e+00 0.00e+00 2.64e+01
664 0.00e+00 0.00e+00 2.72e+01
665 1.20e-03 4.00e-04 2.56e+01
666 1.20e-03 4.00e-04 2.56e+01
667 0.00e+00 0.00e+00 2.64e+01
668 1.20e-03 4.00e-04 2.56e+01
669 0.00e+00 0.00e+00 2.64e+01
670 1.20e-03 0.00e+00 2.64e+01
671 0.00e+00 4.00e-04 2.48e+01
672 1.20e-03 4.00e-04 2.48e+01
673 0.00e+00 0.00e+00 2.48e+01
674 1.20e-03 0.00e+00 2.48e+01
675 0.00e+00 4.00e-04 2.40e+01
676 0.00e+00 6.00e-04 2.48e+01
677 1.20e-03 0.00e+00 2.32e+01
678 0.00e+00 2.00e-04 2.32e+01
679 1.20e-03 6.00e-04 2.40e+01
680 1.20e-03 6.00e-04 2.32e+01
681 0.00e+00 2.00e-04 2.40e+01
682 1.20e-03 2.00e-04 2.40e+01
683 0.00e+00 8.00e-04 2.24e+01
684 0.00e+00 4.00e-04 2.24e+01
685 1.20e-03 1.40e-03 2.16e+01
686 1.20e-03 1.20e-03 2.24e+01
687 0.00e+00 3.00e-03 2.16e+01
688 1.20e-03 2.80e-03 2.24e+01
689 0.00e+00 9.20e-03 2.08e+01
690 1.20e-03 7.40e-03 2.08e+01
691 4.00e-04 1.04e-02 2.16e+01
692 1.20e-03 1.06e-02 2.16e+01
693 0.00e+00 7.60e-03 2.08e+01
694 1.20e-03 1.08e-02 2.16e+01
695 0.00e+00 2.20e-03 2.00e+01
696 0.00e+00 4.80e-03 2.00e+01
697 1.20e-03 1.20e-03 2.00e+01
698 1.20e-03 1.60e-03 2.00e+01
699 0.00e+00 2.00e-04 2.00e+01
700 1.20e-03 6.00e-04 2.00e+01
701 0.00e+00 2.00e-04 1.84e+01
702 1.20e-03 0.00e+00 1.84e+01
703 0.00e+00 6.00e-04 2.00e+01
704 0.00e+00 4.00e-04 1.92e+01
705 1.20e-03 0.00e+00 1.84e+01
706 0.00e+00 6.00e-04 1.92e+01
707 1.20e-03 0.00e+00 1.76e+01
708 1.20e-03 0.00e+00 1.76e+01
709 0.00e+00 4.00e-04 1.84e+01
710 4.00e-04 4.00e-04 1.76e+01
711 -4.00e-04 0.00e+00 1.84e+01
712 -4.00e-04 4.00e-04 1.76e+01
713 4.00e-04 0.00e+00 1.68e+01
714 8.00e-04 0.00e+00 1.76e+01
715 -4.00e-04 4.00e-04 1.60e+01
716 4.00e-04 0.00e+00 1.60e+01
717 -4.00e-04 4.00e-04 1.68e+01
718 4.00e-04 0.00e+00 1.68e+01
719 -4.00e-04 4.00e-04 1.60e+01
720 -4.00e-04 4.00e-04 1.68e+01
721 1.20e-03 0.00e+00 1.52e+01
722 1.20e-03 4.00e-04 1.52e+01
723 0.00e+00 0.00e+00 1.60e+01
724 1.20e-03 4.00e-04 1.52e+01
725 0.00e+00 0.00e+00 1.60e+01
726 1.20e-03 4.00e-04 1.52e+01
727 0.00e+00 0.00e+00 1.36e+01
728 4.00e-04 0.00e+00 1.44e+01
729 -4.00e-04 4.00e-04 1.36e+01
730 0.00e+00 0.00e+00 1.36e+01
731 8.00e-04 4.00e-04 1.44e+01
732 8.00e-04 4.00e-04 1.44e+01
733 -4.00e-04 0.00e+00 1.28e+01
734 -4.00e-04 0.00e+00 1.28e+01
735 1.20e-03 4.00e-04 1.36e+01
736 1.20e-03 0.00e+00 1.28e+01
737 0.00e+00 4.00e-04 1.36e+01
738 0.00e+00 0.00e+00 1.28e+01
739 1.20e-03 4.00e-04 1.12e+01
740 0.00e+00 0.00e+00 1.12e+01
741 1.20e-03 4.00e-04 1.20e+01
742 0.00e+00 0.00e+00 1.12e+01
743 8.00e-04 4.00e-04 1.20e+01
744 4.00e-04 0.00e+00 1.20e+01
745 -4.00e-04 4.00e-04 1.04e+01
746 4.00e-04 4.00e-04 1.04e+01
747 -4.00e-04 0.00e+00 1.12e+01
748 4.00e-04 4.00e-04 1.04e+01
749 -4.00e-04 0.00e+00 1.12e+01
750 4.00e-04 0.00e+00 1.04e+01
751 -4.00e-04 4.00e-04 8.80e+00
752 4.00e-04 0.00e+00 8.80e+00
753 -4.00e-04 4.00e-04 9.60e+00
754 -4.00e-04 0.00e+00 8.80e+00
755 4.00e-04 4.00e-04 9.60e+00
756 4.00e-04 0.00e+00 9.60e+00
757 -4.00e-04 4.00e-04 8.00e+00
758 4.00e-04 0.00e+00 8.00e+00
759 -4.00e-04 4.00e-04 8.80e+00
760 0.00e+00 0.00e+00 8.00e+00
761 1.20e-03 4.00e-04 8.80e+00
762 1.20e-03 0.00e+00 8.80e+00
763 0.00e+00 4.00e-04 6.40e+00
764 1.20e-03 4.00e-04 6.40e+00
765 0.00e+00 0.00e+00 7.20e+00
766 0.00e+00 0.00e+00 7.20e+00
767 1.20e-03 4.00e-04 6.40e+00
768 1.20e-03 0.00e+00 7.20e+00
769 -4.00e-04 4.00e-04 5.60e+00
770 1.20e-03 0.00e+00 5.60e+00
771 0.00e+00 4.00e-04 6.40e+00
772 0.00e+00 4.00e-04 5.60e+00
773 1.20e-03 0.00e+00 5.60e+00
774 0.00e+00 0.00e+00 6.40e+00
775 1.20e-03 4.00e-04 4.00e+00
776 1.20e-03 0.00e+00 4.00e+00
777 0.00e+00 4.00e-04 4.80e+00
778 1.20e-03 4.00e-04 4.80e+00
779 0.00e+00 0.00e+00 4.00e+00
780 -4.00e-04 0.00e+00 4.80e+00
781 1.20e-03 4.00e-04 3.20e+00
782 0.00e+00 0.00e+00 3.20e+00
783 1.20e-03 4.00e-04 4.80e+00
784 0.00e+00 4.00e-04 3.20e+00
785 1.20e-03 0.00e+00 4.00e+00
786 0.00e+00 0.00e+00 4.00e+00
787 8.00e-04 4.00e-04 1.60e+00
788 0.00e+00 4.00e-04 3.20e+00
789 1.20e-03 0.00e+00 1.60e+00
790 8.00e-04 0.00e+00 2.40e+00
791 -4.00e-04 4.00e-04 1.60e+00
792 4.00e-04 4.00e-04 2.40e+00
793 -4.00e-04 0.00e+00 8.00e-01
794 -4.00e-04 4.00e-04 8.00e-01
795 4.00e-04 0.00e+00 2.40e+00
796 4.00e-04 4.00e-04 8.00e-01
797 0.00e+00 0.00e+00 1.60e+00
798 1.20e-03 0.00e+00 -8.00e-01
799 0.00e+00 4.00e-04 1.60e+00
800 0.00e+00 4.00e-04 -8.00e-01
801 8.00e-04 0.00e+00 8.00e-01
802 -4.00e-04 0.00e+00 0.00e+00
803 1.20e-03 4.00e-04 -8.00e-01
804 0.00e+00 4.00e-04 0.00e+00
805 1.20e-03 0.00e+00 -1.60e+00
806 0.00e+00 0.00e+00 -1.60e+00
807 8.00e-04 4.00e-04 0.00e+00
808 4.00e-04 0.00e+00 -8.00e-01
809 0.00e+00 4.00e-04 -1.60e+00
810 4.00e-04 0.00e+00 -8.00e-01
811 -4.00e-04 4.00e-04 -3.20e+00
812 4.00e-04 0.00e+00 -3.20e+00
813 -4.00e-04 4.00e-04 -8.00e-01
814 4.00e-04 4.00e-04 -2.40e+00
815 -4.00e-04 0.00e+00 -3.20e+00
816 4.00e-04 4.00e-04 -3.20e+00
817 0.00e+00 0.00e+00 -2.40e+00
818 4.00e-04 0.00e+00 -4.00e+00
819 -4.00e-04 4.00e-04 -2.40e+00
820 -4.00e-04 0.00e+00 -4.00e+00
821 4.00e-04 4.00e-04 -3.20e+00
822 -4.00e-04 0.00e+00 -4.00e+00
823 4.00e-04 4.00e-04 -3.20e+00
824 4.00e-04 0.00e+00 -4.00e+00
825 -4.00e-04 4.00e-04 -5.60e+00
826 4.00e-04 4.00e-04 -5.60e+00
827 -4.00e-04 0.00e+00 -4.80e+00
828 4.00e-04 4.00e-04 -4.80e+00
829 -4.00e-04 0.00e+00 -5.60e+00
830 4.00e-04 4.00e-04 -4.80e+00
831 -4.00e-04 0.00e+00 -6.40e+00
832 4.00e-04 4.00e-04 -6.40e+00
833 -4.00e-04 0.00e+00 -5.60e+00
834 4.00e-04 0.00e+00 -5.60e+00
835 -4.00e-04 4.00e-04 -6.40e+00
836 4.00e-04 0.00e+00 -5.60e+00
837 -4.00e-04 4.00e-04 -8.00e+00
838 4.00e-04 0.00e+00 -7.20e+00
839 -4.00e-04 4.00e-04 -8.00e+00
840 -4.00e-04 0.00e+00 -7.20e+00
841 4.00e-04 4.00e-04 -8.00e+00
842 -4.00e-04 4.00e-04 -7.20e+00
843 1.20e-03 0.00e+00 -8.80e+00
844 0.00e+00 4.00e-04 -8.80e+00
845 4.00e-04 0.00e+00 -8.00e+00
846 1.20e-03 4.00e-04 -8.80e+00
847 -4.00e-04 0.00e+00 -8.00e+00
848 0.00e+00 4.00e-04 -8.00e+00
849 1.20e-03 0.00e+00 -1.04e+01
850 1.20e-03 4.00e-04 -9.60e+00
851 -4.00e-04 0.00e+00 -1.04e+01
852 4.00e-04 0.00e+00 -9.60e+00
853 -4.00e-04 4.00e-04 -1.04e+01
854 4.00e-04 0.00e+00 -9.60e+00
855 0.00e+00 4.00e-04 -1.12e+01
856 0.00e+00 4.00e-04 -1.12e+01
857 1.20e-03 0.00e+00 -1.04e+01
858 0.00e+00 4.00e-04 -1.12e+01
859 1.20e-03 0.00e+00 -1.04e+01
860 1.20e-03 0.00e+00 -1.04e+01
861 -4.00e-04 4.00e-04 -1.28e+01
862 4.00e-04 0.00e+00 -1.20e+01
863 -4.00e-04 4.00e-04 -1.28e+01
864 -4.00e-04 0.00e+00 -1.20e+01
865 4.00e-04 4.00e-04 -1.28e+01
866 -4.00e-04 0.00e+00 -1.20e+01
867 4.00e-04 4.00e-04 -1.36e+01
868 4.00e-04 4.00e-04 -1.36e+01
869 -4.00e-04 0.00e+00 -1.28e+01
870 4.00e-04 0.00e+00 -1.28e+01
871 -4.00e-04 4.00e-04 -1.36e+01
872 4.00e-04 0.00e+00 -1.28e+01
873 -4.00e-04 4.00e-04 -1.52e+01
874 4.00e-04 4.00e-04 -1.44e+01
875 -4.00e-04 0.00e+00 -1.52e+01
876 4.00e-04 4.00e-04 -1.44e+01
877 -4.00e-04 0.00e+00 -1.52e+01
878 4.00e-04 0.00e+00 -1.44e+01
879 -4.00e-04 4.00e-04 -1.60e+01
880 -4.00e-04 4.00e-04 -1.60e+01
881 1.20e-03 0.00e+00 -1.52e+01
882 4.00e-04 2.00e-04 -1.60e+01
883 0.00e+00 4.00e-04 -1.52e+01
884 8.00e-04 6.00e-04 -1.52e+01
885 -4.00e-04 2.00e-04 -1.76e+01
886 -4.00e-04 2.00e-04 -1.76e+01
887 1.20e-03 8.00e-04 -1.60e+01
888 4.00e-04 2.00e-04 -1.76e+01
889 -4.00e-04 8.00e-04 -1.68e+01
890 4.00e-04 8.00e-04 -1.68e+01
891 -4.00e-04 4.00e-04 -1.84e+01
892 4.00e-04 4.00e-04 -1.84e+01
893 -4.00e-04 8.00e-04 -1.68e+01
894 4.00e-04 6.00e-04 -1.84e+01
895 -4.00e-04 1.40e-03 -1.76e+01
896 4.00e-04 1.20e-03 -1.76e+01
897 -4.00e-04 2.60e-03 -2.00e+01
898 0.00e+00 1.80e-03 -2.00e+01
899 1.20e-03 4.20e-03 -1.76e+01
900 4.00e-04 4.00e-03 -1.92e+01
901 -4.00e-04 6.60e-03 -2.00e+01
902 4.00e-04 5.00e-03 -1.92e+01
903 -4.00e-04 9.00e-03 -2.08e+01
904 0.00e+00 5.00e-03 -1.92e+01
905 8.00e-04 9.60e-03 -2.08e+01
906 -4.00e-04 8.40e-03 -2.08e+01
907 8.00e-04 1.80e-03 -2.00e+01
908 -4.00e-04 3.20e-03 -2.00e+01
909 8.00e-04 6.00e-04 -2.24e+01
910 4.00e-04 1.00e-03 -2.16e+01
911 -4.00e-04 4.00e-04 -2.24e+01
912 0.00e+00 6.00e-04 -2.16e+01
913 1.20e-03 2.00e-04 -2.24e+01
914 0.00e+00 6.00e-04 -2.16e+01
915 8.00e-04 2.00e-04 -2.24e+01
916 0.00e+00 2.00e-04 -2.16e+01
917 1.20e-03 6.00e-04 -2.32e+01
918 0.00e+00 2.00e-04 -2.32e+01
919 8.00e-04 4.00e-04 -2.24e+01
920 0.00e+00 4.00e-04 -2.32e+01
921 1.20e-03 0.00e+00 -2.24e+01
922 0.00e+00 4.00e-04 -2.24e+01
923 1.20e-03 0.00e+00 -2.48e+01
924 1.20e-03 2.00e-04 -2.40e+01
925 0.00e+00 6.00e-04 -2.48e+01
926 0.00e+00 6.00e-04 -2.40e+01
927 1.20e-03 0.00e+00 -2.48e+01
928 1.20e-03 2.00e-04 -2.40e+01
929 0.00e+00 4.00e-04 -2.56e+01
930 0.00e+00 4.00e-04 -2.48e+01
931 1.20e-03 0.00e+00 -2.56e+01
932 0.00e+00 2.00e-04 -2.56e+01
933 1.20e-03 4.00e-04 -2.48e+01
934 4.00e-04 2.00e-04 -2.48e+01
935 1.20e-03 4.00e-04 -2.72e+01
936 1.20e-03 4.00e-04 -2.64e+01
937 0.00e+00 0.00e+00 -2.72e+01
938 1.20e-03 4.00e-04 -2.64e+01
939 0.00e+00 0.00e+00 -2.72e+01
940 1.20e-03 4.00e-04 -2.64e+01
941 0.00e+00 0.00e+00 -2.80e+01
942 1.20e-03 4.00e-04 -2.80e+01
943 0.00e+00 0.00e+00 -2.72e+01
944 1.20e-03 0.00e+00 -2.72e+01
945 0.00e+00 4.00e-04 -2.80e+01
946 0.00e+00 4.00e-04 -2.72e+01
947 1.20e-03 0.00e+00 -2.96e+01
948 0.00e+00 4.00e-04 -2.88e+01
949 1.20e-03 0.00e+00 -2.96e+01
950 1.20e-03 0.00e+00 -2.96e+01
951 0.00e+00 4.00e-04 -2.88e+01
952 0.00e+00 4.00e-04 -2.88e+01
953 1.20e-03 0.00e+00 -3.04e+01
954 0.00e+00 4.00e-04 -2.96e+01
955 1.20e-03 0.00e+00 -3.04e+01
956 1.20e-03 4.00e-04 -3.04e+01
957 0.00e+00 0.00e+00 -2.96e+01
958 0.00e+00 4.00e-04 -2.96e+01
959 1.20e-03 0.00e+00 -3.20e+01
960 1.20e-03 4.00e-04 -3.12e+01
961 0.00e+00 0.00e+00 -3.20e+01
962 4.00e-04 0.00e+00 -3.12e+01
963 1.20e-03 4.00e-04 -3.20e+01
964 0.00e+00 2.00e-04 -3.12e+01
965 1.20e-03 4.00e-04 -3.28e+01
966 1.20e-03 4.00e-04 -3.28e+01
967 0.00e+00 0.00e+00 -3.20e+01
968 1.20e-03 4.00e-04 -3.20e+01
969 0.00e+00 0.00e+00 -3.28e+01
970 1.20e-03 0.00e+00 -3.20e+01
971 0.00e+00 4.00e-04 -3.44e+01
972 0.00e+00 0.00e+00 -3.44e+01
973 1.20e-03 4.00e-04 -3.28e+01
974 0.00e+00 4.00e-04 -3.36e+01
975 1.20e-03 0.00e+00 -3.44e+01
976 0.00e+00 4.00e-04 -3.36e+01
977 1.20e-03 0.00e+00 -3.52e+01
978 1.20e-03 4.00e-04 -3.52e+01
979 0.00e+00 0.00e+00 -3.36e+01
980 1.20e-03 0.00e+00 -3.44e+01
981 0.00e+00 6.00e-04 -3.52e+01
982 1.20e-03 4.00e-04 -3.44e+01
983 0.00e+00 0.00e+00 -3.68e+01
984 1.20e-03 4.00e-04 -3.60e+01
985 0.00e+00 0.00e+00 -3.68e+01
986 1.20e-03 6.00e-04 -3.60e+01
987 4.00e-04 0.00e+00 -3.68e+01
988 1.20e-03 0.00e+00 -3.60e+01
989 4.00e-04 4.00e-04 -3.68e+01
990 4.00e-04 0.00e+00 -3.60e+01
991 1.20e-03 4.00e-04 -3.76e+01
992 8.00e-04 4.00e-04 -3.76e+01
993 1.60e-03 0.00e+00 -3.68e+01
994 1.20e-03 4.00e-04 -3.68e+01
995 0.00e+00 0.00e+00 -3.92e+01
996 1.20e-03 4.00e-04 -3.68e+01
997 0.00e+00 0.00e+00 -3.92e+01
998 0.00e+00 4.00e-04 -3.92e+01
999 1.60e-03 0.00e+00 -3.84e+01
1000 1.20e-03 4.00e-04 -3.84e+01
1001 8.00e-04 0.00e+00 -4.00e+01
1002 1.60e-03 4.00e-04 -3.84e+01
1003 0.00e+00 0.00e+00 -4.00e+01
1004 0.00e+00 4.00e-04 -4.00e+01
1005 1.60e-03 0.00e+00 -3.92e+01
1006 1.20e-03 0.00e+00 -4.00e+01
1007 4.00e-04 4.00e-04 -3.92e+01
1008 1.20e-03 0.00e+00 -3.92e+01
1009 4.00e-04 4.00e-04 -4.16e+01
1010 8.00e-04 0.00e+00 -4.08e+01
1011 1.60e-03 4.00e-04 -4.16e+01
1012 1.60e-03 4.00e-04 -4.08e+01
1013 8.00e-04 0.00e+00 -4.16e+01
1014 4.00e-04 4.00e-04 -4.08e+01
1015 1.60e-03 0.00e+00 -4.24e+01
1016 8.00e-04 4.00e-04 -4.24e+01
1017 1.60e-03 0.00e+00 -4.16e+01
1018 8.00e-04 0.00e+00 -4.24e+01
1019 1.60e-03 4.00e-04 -4.16e+01
1020 8.00e-04 0.00e+00 -4.16e+01
1021 1.60e-03 4.00e-04 -4.40e+01
1022 8.00e-04 0.00e+00 -4.32e+01
1023 1.60e-03 4.00e-04 -4.40e+01
1024 1.60e-03 4.00e-04 -4.32e+01
1025 0.00e+00 0.00e+00 -4.40e+01
1026 0.00e+00 4.00e-04 -4.32e+01
1027 1.60e-03 0.00e+00 -4.48e+01
1028 1.20e-03 0.00e+00 -4.40e+01
1029 4.00e-04 4.00e-04 -4.48e+01
1030 1.20e-03 0.00e+00 -4.48e+01
1031 0.00e+00 4.00e-04 -4.40e+01
1032 8.00e-04 4.00e-04 -4.40e+01
1033 1.60e-03 0.00e+00 -4.64e+01
1034 1.60e-03 4.00e-04 -4.56e+01
1035 8.00e-04 0.00e+00 -4.64e+01
1036 1.60e-03 4.00e-04 -4.56e+01
1037 8.00e-04 -2.00e-04 -4.64e+01
1038 1.60e-03 4.00e-04 -4.64e+01
1039 8.00e-04 0.00e+00 -4.56e+01
1040 8.00e-04 0.00e+00 -4.56e+01
1041 1.60e-03 4.00e-04 -4.72e+01
1042 8.00e-04 4.00e-04 -4.72e+01
1043 1.60e-03 0.00e+00 -4.56e+01
1044 8.00e-04 4.00e-04 -4.64e+01
1045 1.60e-03 0.00e+00 -4.72e+01
1046 1.60e-03 4.00e-04 -4.72e+01
1047 8.00e-04 0.00e+00 -4.56e+01
1048 8.00e-04 4.00e-04 -4.72e+01
1049 1.60e-03 0.00e+00 -4.56e+01
1050 1.60e-03 0.00e+00 -4.56e+01
1051 4.00e-04 4.00e-04 -4.72e+01
1052 1.20e-03 4.00e-04 -4.56e+01
1053 4.00e-04 0.00e+00 -4.64e+01
1054 1.20e-03 4.00e-04 -4.56e+01
1055 0.00e+00 0.00e+00 -4.64e+01
1056 8.00e-04 4.00e-04 -4.56e+01
1057 1.60e-03 0.00e+00 -4.64e+01
1058 8.00e-04 4.00e-04 -4.56e+01
1059 1.60e-03 0.00e+00 -4.64e+01
1060 1.60e-03 0.00e+00 -4.64e+01
1061 4.00e-04 4.00e-04 -4.40e+01
1062 8.00e-04 0.00e+00 -4.40e+01
1063 1.60e-03 4.00e-04 -4.64e+01
1064 8.00e-04 0.00e+00 -4.40e+01
1065 1.60e-03 4.00e-04 -4.48e+01
1066 8.00e-04 4.00e-04 -4.40e+01
1067 1.60e-03 0.00e+00 -4.48e+01
1068 8.00e-04 0.00e+00 -4.48e+01
1069 1.60e-03 4.00e-04 -4.32e+01
1070 8.00e-04 0.00e+00 -4.32e+01
1071 1.60e-03 4.00e-04 -4.48e+01
1072 1.60e-03 4.00e-04 -4.32e+01
1073 8.00e-04 0.00e+00 -4.40e+01
1074 1.60e-03 4.00e-04 -4.40e+01
1075 4.00e-04 0.00e+00 -4.32e+01
1076 4.00e-04 4.00e-04 -4.40e+01
1077 1.60e-03 0.00e+00 -4.16e+01
1078 1.60e-03 4.00e-04 -4.24e+01
1079 0.00e+00 0.00e+00 -4.16e+01
1080 4.00e-04 0.00e+00 -4.24e+01
1081 1.60e-03 4.00e-04 -4.16e+01
1082 0.00e+00 0.00e+00 -4.24e+01
1083 1.20e-03 4.00e-04 -4.08e+01
1084 4.00e-04 0.00e+00 -4.24e+01
1085 1.60e-03 4.00e-04 -4.08e+01
1086 1.20e-03 0.00e+00 -4.08e+01
1087 0.00e+00 4.00e-04 -4.16e+01
1088 4.00e-04 0.00e+00 -4.16e+01
1089 1.20e-03 4.00e-04 -3.92e+01
1090 0.00e+00 4.00e-04 -4.16e+01
1091 1.60e-03 0.00e+00 -3.92e+01
1092 1.60e-03 4.00e-04 -3.92e+01
1093 4.00e-04 0.00e+00 -4.00e+01
1094 1.60e-03 4.00e-04 -4.00e+01
1095 4.00e-04 0.00e+00 -3.92e+01
1096 4.00e-04 0.00e+00 -4.00e+01
1097 1.60e-03 4.00e-04 -3.84e+01
1098 4.00e-04 0.00e+00 -3.92e+01
1099 1.60e-03 4.00e-04 -3.84e+01
1100 1.60e-03 4.00e-04 -3.84e+01
1101 0.00e+00 0.00e+00 -3.92e+01
1102 8.00e-04 4.00e-04 -3.92e+01
1103 1.20e-03 0.00e+00 -3.68e+01
1104 8.00e-04 4.00e-04 -3.76e+01
1105 1.60e-03 0.00e+00 -3.68e+01
1106 1.60e-03 4.00e-04 -3.68e+01
1107 0.00e+00 0.00e+00 -3.76e+01
1108 4.00e-04 0.00e+00 -3.76e+01
1109 1.60e-03 4.00e-04 -3.60e+01
1110 4.00e-04 4.00e-04 -3.60e+01
1111 1.60e-03 0.00e+00 -3.68e+01
1112 8.00e-04 4.00e-04 -3.68e+01
1113 1.60e-03 0.00e+00 -3.60e+01
1114 1.20e-03 4.00e-04 -3.68e+01
1115 0.00e+00 0.00e+00 -3.44e+01
1116 1.20e-03 0.00e+00 -3.52e+01
1117 0.00e+00 4.00e-04 -3.44e+01
1118 4.00e-04 4.00e-04 -3.52e+01
1119 1.60e-03 0.00e+00 -3.44e+01
1120 8.00e-04 0.00e+00 -3.52e+01
1121 1.60e-03 4.00e-04 -3.36e+01
1122 1.60e-03 4.00e-04 -3.36e+01
1123 4.00e-04 0.00e+00 -3.44e+01
1124 8.00e-04 4.00e-04 -3.36e+01
1125 1.60e-03 0.00e+00 -3.44e+01
1126 8.00e-04 0.00e+00 -3.44e+01
1127 1.60e-03 4.00e-04 -3.20e+01
1128 1.60e-03 0.00e+00 -3.28e+01
1129 0.00e+00 4.00e-04 -3.20e+01
1130 1.60e-03 4.00e-04 -3.28e+01
1131 8.00e-04 0.00e+00 -3.20e+01
1132 8.00e-04 4.00e-04 -3.28e+01
1133 1.60e-03 0.00e+00 -3.12e+01
1134 4.00e-04 4.00e-04 -3.12e+01
1135 1.60e-03 0.00e+00 -3.28e+01
1136 1.60e-03 4.00e-04 -3.12e+01
1137 0.00e+00 0.00e+00 -3.20e+01
1138 8.00e-04 4.00e-04 -3.20e+01
1139 1.60e-03 0.00e+00 -2.96e+01
1140 0.00e+00 0.00e+00 -2.96e+01
1141 1.60e-03 4.00e-04 -3.20e+01
1142 1.60e-03 0.00e+00 -3.04e+01
1143 4.00e-04 4.00e-04 -2.96e+01
1144 1.60e-03 0.00e+00 -3.04e+01
1145 4.00e-04 4.00e-04 -2.96e+01
1146 0.00e+00 0.00e+00 -3.04e+01
1147 1.60e-03 4.00e-04 -2.88e+01
1148 1.20e-03 0.00e+00 -2.88e+01
1149 0.00e+00 4.00e-04 -2.96e+01
1150 1.20e-03 0.00e+00 -2.88e+01
1151 0.00e+00 4.00e-04 -2.96e+01
1152 1.20e-03 0.00e+00 -2.72e+01
1153 0.00e+00 4.00e-04 -2.96e+01
1154 1.20e-03 0.00e+00 -2.80e+01
1155 0.00e+00 4.00e-04 -2.72e+01
1156 1.20e-03 0.00e+00 -2.80e+01
