lambda  n   fit
5.269400000000000546e+02 -1.105900000000000034e+02 0.000000000000000000e+00
5.270000000000000000e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.270599999999999454e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.271200000000000045e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.271900000000000546e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.272500000000000000e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.273099999999999454e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.273700000000000045e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.274299999999999500e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.275000000000000000e+02 1.167300000000000040e+02 0.000000000000000000e+00
5.275599999999999454e+02 1.126400000000000006e+02 0.000000000000000000e+00
5.276200000000000045e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.276799999999999500e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.277500000000000000e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.278099999999999454e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.278700000000000045e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.279299999999999500e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.279900000000000091e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.280599999999999454e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.281200000000000045e+02 -7.781999999999999318e+01 0.000000000000000000e+00
5.281799999999999500e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.282400000000000091e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.282999999999999545e+02 3.890999999999999659e+01 0.000000000000000000e+00
5.283700000000000045e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.284299999999999500e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.284900000000000091e+02 8.601000000000000512e+01 0.000000000000000000e+00
5.285499999999999545e+02 -9.625000000000000000e+01 0.000000000000000000e+00
5.286100000000000136e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.286799999999999500e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.287400000000000091e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.287999999999999545e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.288600000000000136e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.289199999999999591e+02 5.325000000000000000e+01 0.000000000000000000e+00
5.289900000000000091e+02 -6.143999999999999773e+01 0.000000000000000000e+00
5.290499999999999545e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.291100000000000136e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.291699999999999591e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.292300000000000182e+02 7.168000000000000682e+01 0.000000000000000000e+00
5.292899999999999636e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.293600000000000136e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.294199999999999591e+02 -7.168000000000000682e+01 0.000000000000000000e+00
5.294800000000000182e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.295399999999999636e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.296000000000000227e+02 1.331200000000000045e+02 0.000000000000000000e+00
5.296699999999999591e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.297300000000000182e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.297899999999999636e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.298500000000000227e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.299099999999999682e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.299800000000000182e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.300399999999999636e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.301000000000000227e+02 9.829999999999999716e+01 0.000000000000000000e+00
5.301599999999999682e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.302200000000000273e+02 -6.139999999999999680e+00 0.000000000000000000e+00
5.302799999999999727e+02 -4.300999999999999801e+01 0.000000000000000000e+00
5.303500000000000227e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.304099999999999682e+02 5.734000000000000341e+01 0.000000000000000000e+00
5.304700000000000273e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.305299999999999727e+02 3.890999999999999659e+01 0.000000000000000000e+00
5.305900000000000318e+02 1.003499999999999943e+02 0.000000000000000000e+00
5.306499999999999773e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.307200000000000273e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.307799999999999727e+02 -8.601000000000000512e+01 0.000000000000000000e+00
5.308400000000000318e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.308999999999999773e+02 8.396999999999999886e+01 0.000000000000000000e+00
5.309600000000000364e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.310199999999999818e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.310900000000000318e+02 1.351699999999999875e+02 0.000000000000000000e+00
5.311499999999999773e+02 -6.349000000000000199e+01 0.000000000000000000e+00
5.312100000000000364e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.312699999999999818e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.313300000000000409e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.313899999999999864e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.314600000000000364e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.315199999999999818e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.315800000000000409e+02 7.168000000000000682e+01 0.000000000000000000e+00
5.316399999999999864e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.317000000000000455e+02 1.044500000000000028e+02 0.000000000000000000e+00
5.317599999999999909e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.318300000000000409e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.318899999999999864e+02 -7.373000000000000398e+01 0.000000000000000000e+00
5.319500000000000455e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.320099999999999909e+02 1.105900000000000034e+02 0.000000000000000000e+00
5.320700000000000500e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.321299999999999955e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.321900000000000546e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.322599999999999909e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.323200000000000500e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.323799999999999955e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.324400000000000546e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.325000000000000000e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.325599999999999454e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.326299999999999955e+02 8.806000000000000227e+01 0.000000000000000000e+00
5.326900000000000546e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.327500000000000000e+02 -3.277000000000000313e+01 0.000000000000000000e+00
5.328099999999999454e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.328700000000000045e+02 -1.351699999999999875e+02 0.000000000000000000e+00
5.329299999999999500e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.329900000000000091e+02 9.625000000000000000e+01 0.000000000000000000e+00
5.330599999999999454e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.331200000000000045e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.331799999999999500e+02 -6.143999999999999773e+01 0.000000000000000000e+00
5.332400000000000091e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.332999999999999545e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.333600000000000136e+02 -1.331200000000000045e+02 0.000000000000000000e+00
5.334199999999999591e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.334800000000000182e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.335499999999999545e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.336100000000000136e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.336699999999999591e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.337300000000000182e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.337899999999999636e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.338500000000000227e+02 9.215999999999999659e+01 0.000000000000000000e+00
5.339099999999999682e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.339800000000000182e+02 -6.139999999999999680e+00 0.000000000000000000e+00
5.340399999999999636e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.341000000000000227e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.341599999999999682e+02 1.126400000000000006e+02 0.000000000000000000e+00
5.342200000000000273e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.342799999999999727e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.343400000000000318e+02 1.372100000000000080e+02 0.000000000000000000e+00
5.343999999999999773e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.344700000000000273e+02 -9.420999999999999375e+01 0.000000000000000000e+00
5.345299999999999727e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.345900000000000318e+02 4.710000000000000142e+01 0.000000000000000000e+00
5.346499999999999773e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.347100000000000364e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.347699999999999818e+02 -7.168000000000000682e+01 0.000000000000000000e+00
5.348300000000000409e+02 1.085400000000000063e+02 0.000000000000000000e+00
5.348899999999999864e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.349500000000000455e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.350199999999999818e+02 -1.024000000000000021e+01 0.000000000000000000e+00
5.350800000000000409e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.351399999999999864e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.352000000000000455e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.352599999999999909e+02 -9.625000000000000000e+01 0.000000000000000000e+00
5.353200000000000500e+02 1.044500000000000028e+02 0.000000000000000000e+00
5.353799999999999955e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.354400000000000546e+02 7.168000000000000682e+01 0.000000000000000000e+00
5.355000000000000000e+02 3.890999999999999659e+01 0.000000000000000000e+00
5.355700000000000500e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.356299999999999955e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.356900000000000546e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.357500000000000000e+02 6.757999999999999829e+01 0.000000000000000000e+00
5.358099999999999454e+02 -8.601000000000000512e+01 0.000000000000000000e+00
5.358700000000000045e+02 9.420999999999999375e+01 0.000000000000000000e+00
5.359299999999999500e+02 6.143999999999999773e+01 0.000000000000000000e+00
5.359900000000000091e+02 -1.085400000000000063e+02 0.000000000000000000e+00
5.360499999999999545e+02 -9.215999999999999659e+01 0.000000000000000000e+00
5.361100000000000136e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.361799999999999500e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.362400000000000091e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.362999999999999545e+02 -5.120000000000000284e+01 0.000000000000000000e+00
5.363600000000000136e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.364199999999999591e+02 9.625000000000000000e+01 0.000000000000000000e+00
5.364800000000000182e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.365399999999999636e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.366000000000000227e+02 -5.120000000000000284e+01 0.000000000000000000e+00
5.366599999999999682e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.367200000000000273e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.367899999999999636e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.368500000000000227e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.369099999999999682e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.369700000000000273e+02 5.325000000000000000e+01 0.000000000000000000e+00
5.370299999999999727e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.370900000000000318e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.371499999999999773e+02 1.637999999999999901e+01 0.000000000000000000e+00
5.372100000000000364e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.372699999999999818e+02 1.372100000000000080e+02 0.000000000000000000e+00
5.373300000000000409e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.373899999999999864e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.374500000000000455e+02 -6.962999999999999545e+01 0.000000000000000000e+00
5.375199999999999818e+02 3.890999999999999659e+01 0.000000000000000000e+00
5.375800000000000409e+02 1.637999999999999901e+01 0.000000000000000000e+00
5.376399999999999864e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.377000000000000455e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.377599999999999909e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.378200000000000500e+02 -6.139999999999999680e+00 0.000000000000000000e+00
5.378799999999999955e+02 4.710000000000000142e+01 0.000000000000000000e+00
5.379400000000000546e+02 -4.300999999999999801e+01 0.000000000000000000e+00
5.380000000000000000e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.380599999999999454e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.381200000000000045e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.381799999999999500e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.382400000000000091e+02 7.987000000000000455e+01 0.000000000000000000e+00
5.383099999999999454e+02 -5.939000000000000057e+01 0.000000000000000000e+00
5.383700000000000045e+02 -3.071999999999999886e+01 0.000000000000000000e+00
5.384299999999999500e+02 5.939000000000000057e+01 0.000000000000000000e+00
5.384900000000000091e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.385499999999999545e+02 1.064899999999999949e+02 0.000000000000000000e+00
5.386100000000000136e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.386699999999999591e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.387300000000000182e+02 1.290200000000000102e+02 0.000000000000000000e+00
5.387899999999999636e+02 -4.710000000000000142e+01 0.000000000000000000e+00
5.388500000000000227e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.389099999999999682e+02 -5.325000000000000000e+01 0.000000000000000000e+00
5.389700000000000273e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.390299999999999727e+02 -6.143999999999999773e+01 0.000000000000000000e+00
5.390900000000000318e+02 -6.349000000000000199e+01 0.000000000000000000e+00
5.391499999999999773e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.392100000000000364e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.392799999999999727e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.393400000000000318e+02 1.064899999999999949e+02 0.000000000000000000e+00
5.393999999999999773e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.394600000000000364e+02 2.867000000000000171e+01 0.000000000000000000e+00
5.395199999999999818e+02 5.120000000000000284e+01 0.000000000000000000e+00
5.395800000000000409e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.396399999999999864e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.397000000000000455e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.397599999999999909e+02 5.939000000000000057e+01 0.000000000000000000e+00
5.398200000000000500e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.398799999999999955e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.399400000000000546e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+02 8.806000000000000227e+01 0.000000000000000000e+00
5.400599999999999454e+02 -1.024000000000000057e+02 0.000000000000000000e+00
5.401200000000000045e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.401799999999999500e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.402400000000000091e+02 1.290200000000000102e+02 0.000000000000000000e+00
5.402999999999999545e+02 5.939000000000000057e+01 0.000000000000000000e+00
5.403600000000000136e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.404199999999999591e+02 -8.396999999999999886e+01 0.000000000000000000e+00
5.404900000000000091e+02 6.349000000000000199e+01 0.000000000000000000e+00
5.405499999999999545e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.406100000000000136e+02 1.105900000000000034e+02 0.000000000000000000e+00
5.406699999999999591e+02 -2.253000000000000114e+01 0.000000000000000000e+00
5.407300000000000182e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.407899999999999636e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.408500000000000227e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.409099999999999682e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.409700000000000273e+02 -8.189999999999999503e+00 0.000000000000000000e+00
5.410299999999999727e+02 -1.024000000000000021e+01 0.000000000000000000e+00
5.410900000000000318e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.411499999999999773e+02 -1.637999999999999901e+01 0.000000000000000000e+00
5.412100000000000364e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.412699999999999818e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.413300000000000409e+02 2.662000000000000099e+01 0.000000000000000000e+00
5.413899999999999864e+02 9.010999999999999943e+01 0.000000000000000000e+00
5.414500000000000455e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.415099999999999909e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.415700000000000500e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.416299999999999955e+02 1.044500000000000028e+02 0.000000000000000000e+00
5.416900000000000546e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.417500000000000000e+02 2.049999999999999822e+00 0.000000000000000000e+00
5.418099999999999454e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.418700000000000045e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.419299999999999500e+02 8.192000000000000171e+01 0.000000000000000000e+00
5.419900000000000091e+02 7.781999999999999318e+01 0.000000000000000000e+00
5.420499999999999545e+02 7.576999999999999602e+01 0.000000000000000000e+00
5.421100000000000136e+02 1.024000000000000057e+02 0.000000000000000000e+00
5.421699999999999591e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.422300000000000182e+02 -4.914999999999999858e+01 0.000000000000000000e+00
5.422899999999999636e+02 8.806000000000000227e+01 0.000000000000000000e+00
5.423500000000000227e+02 -2.867000000000000171e+01 0.000000000000000000e+00
5.424099999999999682e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.424700000000000273e+02 -1.024000000000000021e+01 0.000000000000000000e+00
5.425299999999999727e+02 1.187800000000000011e+02 0.000000000000000000e+00
5.425900000000000318e+02 1.413100000000000023e+02 0.000000000000000000e+00
5.426499999999999773e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.427100000000000364e+02 7.373000000000000398e+01 0.000000000000000000e+00
5.427699999999999818e+02 1.085400000000000063e+02 0.000000000000000000e+00
5.428300000000000409e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.428899999999999864e+02 1.269699999999999989e+02 0.000000000000000000e+00
5.429500000000000455e+02 -2.048000000000000043e+01 0.000000000000000000e+00
5.430099999999999909e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.430700000000000500e+02 -9.420999999999999375e+01 0.000000000000000000e+00
5.431299999999999955e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.431900000000000546e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.432500000000000000e+02 -1.208299999999999983e+02 0.000000000000000000e+00
5.433099999999999454e+02 -2.457999999999999829e+01 0.000000000000000000e+00
5.433700000000000045e+02 -9.010999999999999943e+01 0.000000000000000000e+00
5.434299999999999500e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.434900000000000091e+02 -3.277000000000000313e+01 0.000000000000000000e+00
5.435499999999999545e+02 1.474499999999999886e+02 0.000000000000000000e+00
5.436100000000000136e+02 9.215999999999999659e+01 0.000000000000000000e+00
5.436699999999999591e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.437300000000000182e+02 1.024000000000000021e+01 0.000000000000000000e+00
5.437899999999999636e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.438500000000000227e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.439099999999999682e+02 6.962999999999999545e+01 0.000000000000000000e+00
5.439700000000000273e+02 4.506000000000000227e+01 0.000000000000000000e+00
5.440299999999999727e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.440900000000000318e+02 4.710000000000000142e+01 0.000000000000000000e+00
5.441499999999999773e+02 8.396999999999999886e+01 0.000000000000000000e+00
5.442100000000000364e+02 -5.529999999999999716e+01 0.000000000000000000e+00
5.442699999999999818e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.443300000000000409e+02 1.085400000000000063e+02 0.000000000000000000e+00
5.443899999999999864e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.444500000000000455e+02 9.010999999999999943e+01 0.000000000000000000e+00
5.445099999999999909e+02 5.939000000000000057e+01 0.000000000000000000e+00
5.445700000000000500e+02 8.806000000000000227e+01 0.000000000000000000e+00
5.446299999999999955e+02 2.253000000000000114e+01 0.000000000000000000e+00
5.446900000000000546e+02 1.228799999999999955e+02 0.000000000000000000e+00
5.447500000000000000e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.448099999999999454e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.448700000000000045e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.449299999999999500e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.449900000000000091e+02 8.601000000000000512e+01 0.000000000000000000e+00
5.450499999999999545e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.451100000000000136e+02 1.064899999999999949e+02 0.000000000000000000e+00
5.451699999999999591e+02 -4.096000000000000085e+01 0.000000000000000000e+00
5.452300000000000182e+02 -6.143999999999999773e+01 0.000000000000000000e+00
5.452899999999999636e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.453500000000000227e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.454099999999999682e+02 1.228799999999999955e+02 0.000000000000000000e+00
5.454700000000000273e+02 1.228799999999999955e+02 0.000000000000000000e+00
5.455299999999999727e+02 6.757999999999999829e+01 0.000000000000000000e+00
5.455900000000000318e+02 -3.890999999999999659e+01 0.000000000000000000e+00
5.456499999999999773e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.457100000000000364e+02 1.228999999999999915e+01 0.000000000000000000e+00
5.457699999999999818e+02 8.189999999999999503e+00 0.000000000000000000e+00
5.458300000000000409e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.458899999999999864e+02 4.710000000000000142e+01 0.000000000000000000e+00
5.459500000000000455e+02 5.325000000000000000e+01 0.000000000000000000e+00
5.460099999999999909e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.460700000000000500e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.461299999999999955e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.461900000000000546e+02 9.215999999999999659e+01 0.000000000000000000e+00
5.462500000000000000e+02 1.085400000000000063e+02 0.000000000000000000e+00
5.463099999999999454e+02 1.433600000000000136e+02 0.000000000000000000e+00
5.463700000000000045e+02 1.822700000000000102e+02 0.000000000000000000e+00
5.464199999999999591e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.464800000000000182e+02 -7.168000000000000682e+01 0.000000000000000000e+00
5.465399999999999636e+02 1.392599999999999909e+02 0.000000000000000000e+00
5.466000000000000227e+02 -3.685999999999999943e+01 0.000000000000000000e+00
5.466599999999999682e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.467200000000000273e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.467799999999999727e+02 -2.662000000000000099e+01 0.000000000000000000e+00
5.468400000000000318e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.468999999999999773e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.469600000000000364e+02 -1.433999999999999986e+01 0.000000000000000000e+00
5.470199999999999818e+02 3.482000000000000028e+01 0.000000000000000000e+00
5.470800000000000409e+02 -4.506000000000000227e+01 0.000000000000000000e+00
5.471399999999999864e+02 9.420999999999999375e+01 0.000000000000000000e+00
5.472000000000000455e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.472599999999999909e+02 9.625000000000000000e+01 0.000000000000000000e+00
5.473200000000000500e+02 -1.842999999999999972e+01 0.000000000000000000e+00
5.473799999999999955e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.474400000000000546e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.475000000000000000e+02 6.554000000000000625e+01 0.000000000000000000e+00
5.475599999999999454e+02 1.187800000000000011e+02 0.000000000000000000e+00
5.476200000000000045e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.476699999999999591e+02 -3.482000000000000028e+01 0.000000000000000000e+00
5.477300000000000182e+02 -5.120000000000000284e+01 0.000000000000000000e+00
5.477899999999999636e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.478500000000000227e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.479099999999999682e+02 5.734000000000000341e+01 0.000000000000000000e+00
5.479700000000000273e+02 4.300999999999999801e+01 0.000000000000000000e+00
5.480299999999999727e+02 -6.757999999999999829e+01 0.000000000000000000e+00
5.480900000000000318e+02 1.720300000000000011e+02 0.000000000000000000e+00
5.481499999999999773e+02 4.099999999999999645e+00 0.000000000000000000e+00
5.482100000000000364e+02 2.457999999999999829e+01 0.000000000000000000e+00
5.482699999999999818e+02 5.734000000000000341e+01 0.000000000000000000e+00
5.483300000000000409e+02 1.433999999999999986e+01 0.000000000000000000e+00
5.483899999999999864e+02 3.685999999999999943e+01 0.000000000000000000e+00
5.484500000000000455e+02 -8.396999999999999886e+01 0.000000000000000000e+00
5.485099999999999909e+02 2.048000000000000043e+01 0.000000000000000000e+00
5.485599999999999454e+02 7.168000000000000682e+01 0.000000000000000000e+00
5.486200000000000045e+02 3.071999999999999886e+01 0.000000000000000000e+00
5.486799999999999500e+02 1.535999999999999943e+02 0.000000000000000000e+00
5.487400000000000091e+02 5.529999999999999716e+01 0.000000000000000000e+00
5.487999999999999545e+02 1.535999999999999943e+02 0.000000000000000000e+00
5.488600000000000136e+02 -6.554000000000000625e+01 0.000000000000000000e+00
5.489199999999999591e+02 -2.049999999999999822e+00 0.000000000000000000e+00
5.489800000000000182e+02 7.373000000000000398e+01 0.000000000000000000e+00
5.490399999999999636e+02 4.914999999999999858e+01 0.000000000000000000e+00
5.491000000000000227e+02 4.096000000000000085e+01 0.000000000000000000e+00
5.491599999999999682e+02 7.168000000000000682e+01 0.000000000000000000e+00
5.492200000000000273e+02 -6.139999999999999680e+00 0.000000000000000000e+00
5.492799999999999727e+02 6.139999999999999680e+00 0.000000000000000000e+00
5.493400000000000318e+02 1.658899999999999864e+02 0.000000000000000000e+00
5.493899999999999864e+02 1.781699999999999875e+02 0.000000000000000000e+00
5.494500000000000455e+02 -1.064899999999999949e+02 0.000000000000000000e+00
5.495099999999999909e+02 3.277000000000000313e+01 0.000000000000000000e+00
5.495700000000000500e+02 -5.734000000000000341e+01 0.000000000000000000e+00
5.496299999999999955e+02 7.373000000000000398e+01 0.000000000000000000e+00
5.496900000000000546e+02 1.740800000000000125e+02 0.000000000000000000e+00
5.497500000000000000e+02 -1.228999999999999915e+01 0.000000000000000000e+00
5.498099999999999454e+02 1.085400000000000063e+02 0.000000000000000000e+00
5.498700000000000045e+02 -6.349000000000000199e+01 0.000000000000000000e+00
5.499299999999999500e+02 8.396999999999999886e+01 0.000000000000000000e+00
5.499900000000000091e+02 1.842999999999999972e+01 0.000000000000000000e+00
5.500399999999999636e+02 1.290200000000000102e+02 0.000000000000000000e+00
5.501000000000000227e+02 -4.099999999999999645e+00 0.000000000000000000e+00
5.501599999999999682e+02 6.139999999999999680e+00 0.000000000000000000e+00
