t   ch2 ch3 fit
-3.215999999999999304e+00 0.000000000000000000e+00 -2.960000000000000142e+01 8.705842733405610174e-43
-3.205999999999999073e+00 4.000000000000000222e-01 -2.719999999999999929e+01 1.236167601837140173e-40
-3.195999999999999286e+00 4.000000000000000222e-01 -2.800000000000000000e+01 1.544915374963159364e-38
-3.185999999999999055e+00 0.000000000000000000e+00 -2.719999999999999929e+01 1.699389114034488732e-36
-3.175999999999999712e+00 0.000000000000000000e+00 -2.800000000000000000e+01 1.645287382119092166e-34
-3.165999999999999481e+00 4.000000000000000222e-01 -2.719999999999999929e+01 1.402011257217803023e-32
-3.155999999999999694e+00 4.000000000000000222e-01 -2.800000000000000000e+01 1.051530884657145329e-30
-3.145999999999999464e+00 0.000000000000000000e+00 -2.639999999999999858e+01 6.941500569786897987e-29
-3.135999999999999677e+00 0.000000000000000000e+00 -2.639999999999999858e+01 4.033160386100979286e-27
-3.125999999999999446e+00 4.000000000000000222e-01 -2.719999999999999929e+01 2.062521197192876763e-25
-3.115999999999999215e+00 0.000000000000000000e+00 -2.719999999999999929e+01 9.283508660572948404e-24
-3.105999999999999428e+00 4.000000000000000222e-01 -2.639999999999999858e+01 3.677787832808000296e-22
-3.095999999999999197e+00 0.000000000000000000e+00 -2.719999999999999929e+01 1.282395528414885510e-20
-3.085999999999999410e+00 4.000000000000000222e-01 -2.480000000000000071e+01 3.935664929626315707e-19
-3.075999999999999179e+00 4.000000000000000222e-01 -2.480000000000000071e+01 1.063102249709065526e-17
-3.065999999999999392e+00 0.000000000000000000e+00 -2.560000000000000142e+01 2.527509263974707876e-16
-3.055999999999999162e+00 0.000000000000000000e+00 -2.560000000000000142e+01 5.288972068274262695e-15
-3.045999999999999375e+00 4.000000000000000222e-01 -2.480000000000000071e+01 9.741158040073711582e-14
-3.035999999999999144e+00 4.000000000000000222e-01 -2.560000000000000142e+01 1.579103891526227950e-12
-3.025999999999999357e+00 0.000000000000000000e+00 -2.400000000000000000e+01 2.253054082882636617e-11
-3.015999999999999126e+00 4.000000000000000222e-01 -2.480000000000000071e+01 2.829393348554217454e-10
-3.005999999999999339e+00 0.000000000000000000e+00 -2.400000000000000000e+01 3.127345318202181873e-09
-2.995999999999999552e+00 0.000000000000000000e+00 -2.480000000000000071e+01 3.042419855742843718e-08
-2.985999999999999321e+00 4.000000000000000222e-01 -2.400000000000000000e+01 2.605093131138122610e-07
-2.975999999999999535e+00 0.000000000000000000e+00 -2.480000000000000071e+01 1.963306748258374938e-06
-2.965999999999999304e+00 4.000000000000000222e-01 -2.319999999999999929e+01 1.302308464805173517e-05
-2.955999999999999517e+00 0.000000000000000000e+00 -2.480000000000000071e+01 7.603269177215558373e-05
-2.945999999999999286e+00 4.000000000000000222e-01 -2.239999999999999858e+01 3.907038287134871049e-04
-2.935999999999999499e+00 2.000000000000000111e-01 -2.239999999999999858e+01 1.767078190363818293e-03
-2.925999999999999268e+00 5.999999999999999778e-01 -2.319999999999999929e+01 7.034361203832945574e-03
-2.915999999999999481e+00 2.000000000000000111e-01 -2.319999999999999929e+01 2.464644931560006774e-02
-2.905999999999999250e+00 8.000000000000000444e-01 -2.160000000000000142e+01 7.600547137618721139e-02
-2.895999999999999464e+00 4.000000000000000222e-01 -2.319999999999999929e+01 2.062985381386980566e-01
-2.885999999999999233e+00 1.399999999999999911e+00 -2.160000000000000142e+01 4.928426030777804390e-01
-2.875999999999999002e+00 1.000000000000000000e+00 -2.160000000000000142e+01 1.036289585262239576e+00
-2.865999999999999215e+00 1.800000000000000044e+00 -2.239999999999999858e+01 1.917850820993703298e+00
-2.855999999999998984e+00 1.600000000000000089e+00 -2.239999999999999858e+01 3.123987666259125273e+00
-2.845999999999999197e+00 6.000000000000000000e+00 -2.080000000000000071e+01 4.478830189460000888e+00
-2.835999999999999410e+00 4.400000000000000355e+00 -2.239999999999999858e+01 5.651720573070481812e+00
-2.825999999999999623e+00 8.800000000000000711e+00 -2.000000000000000000e+01 6.277078575211669786e+00
-2.815999999999999392e+00 3.399999999999999911e+00 -2.080000000000000071e+01 6.136139819311796195e+00
-2.805999999999999606e+00 6.000000000000000000e+00 -2.000000000000000000e+01 5.279511343954265357e+00
-2.795999999999999375e+00 5.000000000000000000e+00 -2.080000000000000071e+01 3.998094051599417220e+00
-2.785999999999999588e+00 1.800000000000000044e+00 -2.000000000000000000e+01 2.664851935308700792e+00
-2.775999999999999357e+00 1.800000000000000044e+00 -2.080000000000000071e+01 1.563341870771310482e+00
-2.765999999999999570e+00 4.000000000000000222e-01 -1.919999999999999929e+01 8.072269154050459861e-01
-2.755999999999999339e+00 4.000000000000000222e-01 -1.919999999999999929e+01 3.668580955241076413e-01
-2.745999999999999108e+00 8.000000000000000444e-01 -2.000000000000000000e+01 1.467443465540169412e-01
-2.735999999999999321e+00 4.000000000000000222e-01 -1.919999999999999929e+01 5.166369320815171473e-02
-2.725999999999999091e+00 8.000000000000000444e-01 -2.000000000000000000e+01 1.600922532741067689e-02
-2.715999999999999304e+00 5.999999999999999778e-01 -2.000000000000000000e+01 4.366324254244423678e-03
-2.705999999999999073e+00 2.000000000000000111e-01 -1.760000000000000142e+01 1.048147613832797016e-03
-2.695999999999999286e+00 2.000000000000000111e-01 -1.839999999999999858e+01 2.214571538496550387e-04
-2.685999999999999055e+00 5.999999999999999778e-01 -1.760000000000000142e+01 4.118298073719025052e-05
-2.675999999999999268e+00 4.000000000000000222e-01 -1.839999999999999858e+01 6.740725438054265011e-06
-2.665999999999999481e+00 0.000000000000000000e+00 -1.760000000000000142e+01 9.710828798148564408e-07
-2.655999999999999694e+00 0.000000000000000000e+00 -1.839999999999999858e+01 1.231308154866490253e-07
-2.645999999999999464e+00 4.000000000000000222e-01 -1.680000000000000071e+01 1.374162246085413941e-08
-2.635999999999999233e+00 0.000000000000000000e+00 -1.680000000000000071e+01 1.349802001392228153e-09
-2.625999999999999446e+00 4.000000000000000222e-01 -1.760000000000000142e+01 1.166978679171653890e-10
-2.615999999999999215e+00 0.000000000000000000e+00 -1.760000000000000142e+01 8.880073773214901328e-12
-2.605999999999999428e+00 4.000000000000000222e-01 -1.680000000000000071e+01 5.947453080848611647e-13
-2.595999999999999197e+00 0.000000000000000000e+00 -1.760000000000000142e+01 3.505954486795331542e-14
-2.585999999999999410e+00 4.000000000000000222e-01 -1.519999999999999929e+01 1.819040304181997011e-15
-2.575999999999999179e+00 0.000000000000000000e+00 -1.600000000000000000e+01 8.306903552848291802e-17
-2.565999999999999392e+00 4.000000000000000222e-01 -1.519999999999999929e+01 3.338849265633635535e-18
-2.555999999999999162e+00 0.000000000000000000e+00 -1.600000000000000000e+01 1.181177747025363454e-19
-2.545999999999999375e+00 4.000000000000000222e-01 -1.519999999999999929e+01 3.677854112713282817e-21
-2.535999999999999144e+00 0.000000000000000000e+00 -1.600000000000000000e+01 1.007939671144783412e-22
-2.525999999999999357e+00 4.000000000000000222e-01 -1.440000000000000036e+01 2.431282240454311903e-24
-2.515999999999999126e+00 0.000000000000000000e+00 -1.440000000000000036e+01 5.161750579781587140e-26
-2.505999999999998895e+00 4.000000000000000222e-01 -1.519999999999999929e+01 9.645382420320272603e-28
-2.495999999999999552e+00 0.000000000000000000e+00 -1.440000000000000036e+01 1.586363415834240965e-29
-2.485999999999999321e+00 4.000000000000000222e-01 -1.519999999999999929e+01 2.296395667367830319e-31
-2.475999999999999535e+00 0.000000000000000000e+00 -1.519999999999999929e+01 2.925846584712067843e-33
-2.465999999999999304e+00 4.000000000000000222e-01 -1.280000000000000071e+01 3.281082726463832038e-35
-2.455999999999999517e+00 0.000000000000000000e+00 -1.359999999999999964e+01 3.238497820168249768e-37
-2.445999999999999286e+00 4.000000000000000222e-01 -1.280000000000000071e+01 2.813395809132675136e-39
-2.435999999999999499e+00 0.000000000000000000e+00 -1.359999999999999964e+01 2.151190453109994725e-41
-2.425999999999999268e+00 4.000000000000000222e-01 -1.280000000000000071e+01 1.447730373423002481e-43
-2.415999999999999481e+00 0.000000000000000000e+00 -1.359999999999999964e+01 8.575457693171579333e-46
-2.405999999999999250e+00 4.000000000000000222e-01 -1.200000000000000000e+01 4.470825608839084364e-48
-2.395999999999999464e+00 0.000000000000000000e+00 -1.280000000000000071e+01 2.051535089873719459e-50
-2.385999999999999233e+00 4.000000000000000222e-01 -1.200000000000000000e+01 8.285733637628327501e-53
-2.375999999999999002e+00 4.000000000000000222e-01 -1.200000000000000000e+01 2.945396623629957088e-55
-2.365999999999999215e+00 -2.000000000000000111e-01 -1.280000000000000071e+01 9.215468096038735045e-58
-2.355999999999998984e+00 -2.000000000000000111e-01 -1.280000000000000071e+01 2.537767397522490508e-60
-2.345999999999999197e+00 4.000000000000000222e-01 -1.040000000000000036e+01 6.151018398645471934e-63
-2.335999999999998966e+00 0.000000000000000000e+00 -1.119999999999999929e+01 1.312209074947149831e-65
-2.325999999999999623e+00 4.000000000000000222e-01 -1.040000000000000036e+01 2.463881668022501428e-68
-2.315999999999999392e+00 4.000000000000000222e-01 -1.040000000000000036e+01 4.071903284953162385e-71
-2.305999999999999606e+00 -2.000000000000000111e-01 -1.119999999999999929e+01 5.922919916176610961e-74
-2.295999999999999375e+00 2.000000000000000111e-01 -1.119999999999999929e+01 7.582895404034666270e-77
-2.285999999999999588e+00 -2.000000000000000111e-01 -9.599999999999999645e+00 8.544665559013988742e-80
-2.275999999999999357e+00 0.000000000000000000e+00 -9.599999999999999645e+00 8.474534868430645880e-83
-2.265999999999999570e+00 4.000000000000000222e-01 -1.040000000000000036e+01 7.397712879168995009e-86
-2.255999999999999339e+00 2.000000000000000111e-01 -9.599999999999999645e+00 5.683814170350799498e-89
-2.245999999999999108e+00 0.000000000000000000e+00 -1.040000000000000036e+01 3.843643218071573361e-92
-2.235999999999999321e+00 4.000000000000000222e-01 -1.040000000000000036e+01 2.287742098355512936e-95
-2.225999999999999091e+00 -2.000000000000000111e-01 -8.000000000000000000e+00 1.198482946087258023e-98
-2.215999999999999304e+00 0.000000000000000000e+00 -8.800000000000000711e+00 5.526083611803264680e-102
-2.205999999999999073e+00 4.000000000000000222e-01 -8.000000000000000000e+00 2.242662097709560779e-105
-2.195999999999999286e+00 2.000000000000000111e-01 -8.800000000000000711e+00 8.010710433907164163e-109
-2.185999999999999055e+00 -2.000000000000000111e-01 -8.000000000000000000e+00 2.518482990693336496e-112
-2.175999999999999268e+00 -2.000000000000000111e-01 -8.800000000000000711e+00 6.968957391634975982e-116
-2.165999999999999037e+00 4.000000000000000222e-01 -7.200000000000000178e+00 1.697295246537856216e-119
-2.155999999999999250e+00 0.000000000000000000e+00 -7.200000000000000178e+00 3.638377682966491463e-123
-2.145999999999999464e+00 4.000000000000000222e-01 -8.000000000000000000e+00 6.864658892925070009e-127
-2.135999999999999233e+00 0.000000000000000000e+00 -7.200000000000000178e+00 1.139963492282690543e-130
-2.125999999999999446e+00 4.000000000000000222e-01 -8.000000000000000000e+00 1.666186927985175626e-134
-2.115999999999999215e+00 0.000000000000000000e+00 -8.000000000000000000e+00 2.143469465445229224e-138
-2.105999999999999428e+00 4.000000000000000222e-01 -6.400000000000000355e+00 2.427010627314746497e-142
-2.095999999999999197e+00 0.000000000000000000e+00 -6.400000000000000355e+00 2.418727004042979055e-146
-2.085999999999999410e+00 4.000000000000000222e-01 -5.599999999999999645e+00 2.121596680402156327e-150
-2.075999999999998735e+00 2.000000000000000111e-01 -6.400000000000000355e+00 1.637946074614018750e-154
-2.065999999999999392e+00 -2.000000000000000111e-01 -5.599999999999999645e+00 1.113005141279086113e-158
-2.055999999999999606e+00 4.000000000000000222e-01 -6.400000000000000355e+00 6.656647196568421303e-163
-2.045999999999999375e+00 -2.000000000000000111e-01 -4.799999999999999822e+00 3.504085607836431638e-167
-2.035999999999999588e+00 0.000000000000000000e+00 -4.799999999999999822e+00 1.623508901940093128e-171
-2.025999999999999357e+00 4.000000000000000222e-01 -6.400000000000000355e+00 6.620570876230960324e-176
-2.015999999999999570e+00 0.000000000000000000e+00 -5.599999999999999645e+00 2.376276662124158261e-180
-2.005999999999998895e+00 4.000000000000000222e-01 -4.799999999999999822e+00 7.506878118955672133e-185
-1.995999999999999552e+00 2.000000000000000111e-01 -5.599999999999999645e+00 2.087288715973809311e-189
-1.985999999999999099e+00 -2.000000000000000111e-01 -3.200000000000000178e+00 5.108183434396666463e-194
-1.975999999999999535e+00 2.000000000000000111e-01 -4.000000000000000000e+00 1.100300326732520883e-198
-1.965999999999999082e+00 -2.000000000000000111e-01 -3.200000000000000178e+00 2.086011978849972886e-203
-1.955999999999999517e+00 0.000000000000000000e+00 -4.000000000000000000e+00 3.480832719530889163e-208
-1.945999999999998842e+00 2.000000000000000111e-01 -3.200000000000000178e+00 5.112229072500453411e-213
-1.935999999999999277e+00 2.000000000000000111e-01 -4.000000000000000000e+00 6.608429442274517529e-218
-1.925999999999998824e+00 -2.000000000000000111e-01 -2.399999999999999911e+00 7.518773595693726734e-223
-1.915999999999999259e+00 0.000000000000000000e+00 -2.399999999999999911e+00 7.529333887375148169e-228
-1.905999999999998806e+00 4.000000000000000222e-01 -4.000000000000000000e+00 6.636313646318459431e-233
-1.895999999999999241e+00 0.000000000000000000e+00 -3.200000000000000178e+00 5.148231283191342146e-238
-1.885999999999999677e+00 4.000000000000000222e-01 -2.399999999999999911e+00 3.515199627180962742e-243
-1.875999999999999224e+00 -2.000000000000000111e-01 -3.200000000000000178e+00 2.112529276291735134e-248
-1.865999999999999659e+00 4.000000000000000222e-01 -8.000000000000000444e-01 1.117419581466528332e-253
-1.855999999999999206e+00 2.000000000000000111e-01 -3.200000000000000178e+00 5.202242795303621503e-259
-1.845999999999999641e+00 -2.000000000000000111e-01 -8.000000000000000444e-01 2.131698382922095637e-264
-1.835999999999999188e+00 -2.000000000000000111e-01 -8.000000000000000444e-01 7.688147247989224586e-270
-1.825999999999999401e+00 4.000000000000000222e-01 -1.600000000000000089e+00 2.440497842095979601e-275
-1.815999999999998948e+00 -2.000000000000000111e-01 -1.600000000000000089e+00 6.818611739845980869e-281
-1.805999999999999384e+00 4.000000000000000222e-01 0.000000000000000000e+00 1.676773085368582083e-286
-1.795999999999998931e+00 0.000000000000000000e+00 -1.600000000000000089e+00 3.629221083947582417e-292
-1.785999999999999366e+00 4.000000000000000222e-01 0.000000000000000000e+00 6.913744957146342770e-298
-1.775999999999998913e+00 0.000000000000000000e+00 -8.000000000000000444e-01 1.159241933800971644e-303
-1.765999999999999348e+00 4.000000000000000222e-01 0.000000000000000000e+00 1.710785691084695541e-309
-1.755999999999998895e+00 0.000000000000000000e+00 -8.000000000000000444e-01 2.222173353559965227e-315
-1.745999999999999330e+00 4.000000000000000222e-01 8.000000000000000444e-01 2.529616106707182306e-321
-1.735999999999998877e+00 0.000000000000000000e+00 -8.000000000000000444e-01 0.000000000000000000e+00
-1.725999999999999313e+00 2.000000000000000111e-01 1.600000000000000089e+00 0.000000000000000000e+00
-1.715999999999999748e+00 4.000000000000000222e-01 8.000000000000000444e-01 0.000000000000000000e+00
-1.705999999999999073e+00 -2.000000000000000111e-01 1.600000000000000089e+00 0.000000000000000000e+00
-1.695999999999999508e+00 2.000000000000000111e-01 8.000000000000000444e-01 0.000000000000000000e+00
-1.685999999999999055e+00 0.000000000000000000e+00 2.399999999999999911e+00 0.000000000000000000e+00
-1.675999999999999490e+00 0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
-1.665999999999999037e+00 4.000000000000000222e-01 2.399999999999999911e+00 0.000000000000000000e+00
-1.655999999999999472e+00 4.000000000000000222e-01 2.399999999999999911e+00 0.000000000000000000e+00
-1.645999999999999019e+00 -2.000000000000000111e-01 1.600000000000000089e+00 0.000000000000000000e+00
-1.635999999999999455e+00 2.000000000000000111e-01 1.600000000000000089e+00 0.000000000000000000e+00
-1.625999999999999002e+00 -2.000000000000000111e-01 3.200000000000000178e+00 0.000000000000000000e+00
-1.615999999999999437e+00 0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00
-1.605999999999998984e+00 4.000000000000000222e-01 4.000000000000000000e+00 0.000000000000000000e+00
-1.595999999999999419e+00 0.000000000000000000e+00 3.200000000000000178e+00 0.000000000000000000e+00
-1.585999999999998966e+00 4.000000000000000222e-01 4.000000000000000000e+00 0.000000000000000000e+00
-1.575999999999999179e+00 -2.000000000000000111e-01 3.200000000000000178e+00 0.000000000000000000e+00
-1.565999999999998726e+00 4.000000000000000222e-01 4.799999999999999822e+00 0.000000000000000000e+00
-1.555999999999999162e+00 0.000000000000000000e+00 4.799999999999999822e+00 0.000000000000000000e+00
-1.545999999999999597e+00 4.000000000000000222e-01 3.200000000000000178e+00 0.000000000000000000e+00
-1.535999999999999144e+00 0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00
-1.525999999999999579e+00 4.000000000000000222e-01 4.799999999999999822e+00 0.000000000000000000e+00
-1.515999999999999126e+00 2.000000000000000111e-01 4.000000000000000000e+00 0.000000000000000000e+00
-1.505999999999999561e+00 -2.000000000000000111e-01 5.599999999999999645e+00 0.000000000000000000e+00
-1.495999999999999108e+00 0.000000000000000000e+00 6.400000000000000355e+00 0.000000000000000000e+00
-1.485999999999999543e+00 4.000000000000000222e-01 4.000000000000000000e+00 0.000000000000000000e+00
-1.475999999999999091e+00 0.000000000000000000e+00 5.599999999999999645e+00 0.000000000000000000e+00
-1.465999999999999526e+00 4.000000000000000222e-01 6.400000000000000355e+00 0.000000000000000000e+00
-1.455999999999999073e+00 0.000000000000000000e+00 5.599999999999999645e+00 0.000000000000000000e+00
-1.445999999999999286e+00 4.000000000000000222e-01 6.400000000000000355e+00 6.075581372767176319e-316
-1.435999999999998833e+00 0.000000000000000000e+00 5.599999999999999645e+00 2.872753857909255761e-308
-1.425999999999999268e+00 4.000000000000000222e-01 7.200000000000000178e+00 1.093296791806819447e-300
-1.415999999999998815e+00 0.000000000000000000e+00 7.200000000000000178e+00 3.348935735445145468e-293
-1.405999999999999250e+00 4.000000000000000222e-01 6.400000000000000355e+00 8.256664474391280581e-286
-1.395999999999998797e+00 2.000000000000000111e-01 7.200000000000000178e+00 1.638443773369694306e-278
-1.385999999999999233e+00 0.000000000000000000e+00 6.400000000000000355e+00 2.616902431914116619e-271
-1.375999999999999668e+00 2.000000000000000111e-01 6.400000000000000355e+00 3.364128700925281555e-264
-1.365999999999999215e+00 -2.000000000000000111e-01 8.000000000000000000e+00 3.480861603606745795e-257
-1.355999999999999650e+00 2.000000000000000111e-01 8.000000000000000000e+00 2.898878368073077847e-250
-1.345999999999999197e+00 -2.000000000000000111e-01 8.800000000000000711e+00 1.943132042558796854e-243
-1.335999999999999410e+00 2.000000000000000111e-01 8.000000000000000000e+00 1.048343764058890523e-236
-1.325999999999998957e+00 -2.000000000000000111e-01 8.800000000000000711e+00 4.552334875481409609e-230
-1.315999999999999392e+00 0.000000000000000000e+00 8.000000000000000000e+00 1.591086424563606051e-223
-1.305999999999998940e+00 4.000000000000000222e-01 9.599999999999999645e+00 4.475921092359975883e-217
-1.295999999999999375e+00 4.000000000000000222e-01 9.599999999999999645e+00 1.013444933226336115e-210
-1.285999999999998922e+00 0.000000000000000000e+00 8.800000000000000711e+00 1.846915273246699473e-204
-1.275999999999999357e+00 2.000000000000000111e-01 9.599999999999999645e+00 2.709086503162009404e-198
-1.265999999999998904e+00 -2.000000000000000111e-01 8.800000000000000711e+00 3.198363755581008855e-192
-1.255999999999999339e+00 0.000000000000000000e+00 8.800000000000000711e+00 3.039218476903477972e-186
-1.245999999999998886e+00 4.000000000000000222e-01 1.040000000000000036e+01 2.324476014682385632e-180
-1.235999999999999321e+00 2.000000000000000111e-01 1.119999999999999929e+01 1.430926413723481798e-174
-1.225999999999998868e+00 0.000000000000000000e+00 1.040000000000000036e+01 7.089875591832867809e-169
-1.215999999999999304e+00 0.000000000000000000e+00 1.040000000000000036e+01 2.827411444019837110e-163
-1.205999999999999517e+00 4.000000000000000222e-01 1.119999999999999929e+01 9.075456746011466115e-158
-1.195999999999999064e+00 4.000000000000000222e-01 1.040000000000000036e+01 2.344644772610805137e-152
-1.185999999999999499e+00 0.000000000000000000e+00 1.200000000000000000e+01 4.875449915183424437e-147
-1.175999999999999046e+00 0.000000000000000000e+00 1.119999999999999929e+01 8.159835952410344772e-142
-1.165999999999999481e+00 4.000000000000000222e-01 1.200000000000000000e+01 1.099201313872504585e-136
-1.155999999999999028e+00 2.000000000000000111e-01 1.119999999999999929e+01 1.191796574520216346e-131
-1.145999999999999464e+00 -2.000000000000000111e-01 1.200000000000000000e+01 1.040054529420213153e-126
-1.135999999999999011e+00 0.000000000000000000e+00 1.119999999999999929e+01 7.305318738413430487e-122
-1.125999999999999446e+00 2.000000000000000111e-01 1.280000000000000071e+01 4.130011984867870677e-117
-1.115999999999998993e+00 4.000000000000000222e-01 1.280000000000000071e+01 1.879284523963873190e-112
-1.105999999999999428e+00 -2.000000000000000111e-01 1.359999999999999964e+01 6.882763478404029482e-108
-1.095999999999998975e+00 0.000000000000000000e+00 1.280000000000000071e+01 2.028907449109092592e-103
-1.085999999999999188e+00 4.000000000000000222e-01 1.359999999999999964e+01 4.813829572704530019e-99
-1.075999999999998735e+00 0.000000000000000000e+00 1.280000000000000071e+01 9.192809646437671420e-95
-1.065999999999999170e+00 4.000000000000000222e-01 1.440000000000000036e+01 1.412976396134977750e-90
-1.055999999999998717e+00 0.000000000000000000e+00 1.440000000000000036e+01 1.748037034330065303e-86
-1.045999999999999153e+00 4.000000000000000222e-01 1.359999999999999964e+01 1.740585794504550383e-82
-1.035999999999999588e+00 0.000000000000000000e+00 1.440000000000000036e+01 1.394984310023850213e-78
-1.025999999999999135e+00 4.000000000000000222e-01 1.359999999999999964e+01 8.998545023470491664e-75
-1.015999999999999570e+00 0.000000000000000000e+00 1.359999999999999964e+01 4.672016284002956449e-71
-1.005999999999999117e+00 4.000000000000000222e-01 1.519999999999999929e+01 1.952385099637158099e-67
-9.959999999999994413e-01 0.000000000000000000e+00 1.519999999999999929e+01 6.566828949241236973e-64
-9.859999999999989884e-01 4.000000000000000222e-01 1.519999999999999929e+01 1.777767680179730912e-60
-9.759999999999994236e-01 2.000000000000000111e-01 1.519999999999999929e+01 3.873676881555007422e-57
-9.659999999999989706e-01 -2.000000000000000111e-01 1.600000000000000000e+01 6.793613880004426184e-54
-9.559999999999994058e-01 0.000000000000000000e+00 1.519999999999999929e+01 9.589752765659659516e-51
-9.459999999999989528e-01 2.000000000000000111e-01 1.680000000000000071e+01 1.089539662554268379e-47
-9.359999999999992770e-01 2.000000000000000111e-01 1.680000000000000071e+01 9.963404470740783041e-45
-9.259999999999988241e-01 0.000000000000000000e+00 1.600000000000000000e+01 7.333335604593330394e-42
-9.159999999999992593e-01 0.000000000000000000e+00 1.680000000000000071e+01 4.344346361445064231e-39
-9.059999999999988063e-01 4.000000000000000222e-01 1.600000000000000000e+01 2.071459316177860345e-36
-8.959999999999992415e-01 0.000000000000000000e+00 1.600000000000000000e+01 7.949822940711225758e-34
-8.859999999999987885e-01 4.000000000000000222e-01 1.839999999999999858e+01 2.455656329555686207e-31
-8.759999999999992237e-01 0.000000000000000000e+00 1.760000000000000142e+01 6.105297071292325345e-29
-8.659999999999995479e-01 4.000000000000000222e-01 1.760000000000000142e+01 1.221729603269475695e-26
-8.559999999999990949e-01 0.000000000000000000e+00 1.760000000000000142e+01 1.967761579056345885e-24
-8.459999999999995302e-01 4.000000000000000222e-01 1.760000000000000142e+01 2.550932335187504529e-22
-8.359999999999990772e-01 2.000000000000000111e-01 1.760000000000000142e+01 2.661671681255806871e-20
-8.259999999999995124e-01 0.000000000000000000e+00 1.919999999999999929e+01 2.235316953082374154e-18
-8.159999999999990594e-01 0.000000000000000000e+00 1.839999999999999858e+01 1.510959496842621643e-16
-8.059999999999993836e-01 4.000000000000000222e-01 1.919999999999999929e+01 8.220450457777742157e-15
-7.959999999999989306e-01 0.000000000000000000e+00 1.839999999999999858e+01 3.599709819903490554e-13
-7.859999999999993658e-01 4.000000000000000222e-01 1.919999999999999929e+01 1.268727788352869581e-11
-7.759999999999989129e-01 0.000000000000000000e+00 1.839999999999999858e+01 3.599137961676203397e-10
-7.659999999999993481e-01 4.000000000000000222e-01 2.000000000000000000e+01 8.217838825696105432e-09
-7.559999999999988951e-01 4.000000000000000222e-01 2.000000000000000000e+01 1.510239507673455105e-07
-7.459999999999992193e-01 0.000000000000000000e+00 1.839999999999999858e+01 2.233896861042442552e-06
-7.359999999999987663e-01 0.000000000000000000e+00 2.000000000000000000e+01 2.659558156286064877e-05
-7.259999999999992015e-01 4.000000000000000222e-01 2.000000000000000000e+01 2.548501818597765744e-04
-7.159999999999987486e-01 0.000000000000000000e+00 2.000000000000000000e+01 1.965574399570538429e-03
-7.059999999999991838e-01 5.999999999999999778e-01 2.160000000000000142e+01 1.220177771998844432e-02
-6.959999999999996190e-01 2.000000000000000111e-01 2.000000000000000000e+01 6.096573501630111330e-02
-6.859999999999990550e-01 1.000000000000000000e+00 2.160000000000000142e+01 2.451758004764350019e-01
-6.759999999999994902e-01 4.000000000000000222e-01 2.080000000000000071e+01 7.935941770346460755e-01
-6.659999999999990372e-01 2.399999999999999911e+00 2.160000000000000142e+01 2.067513842879529662e+00
-6.559999999999994724e-01 2.200000000000000178e+00 2.080000000000000071e+01 4.335382920494705417e+00
-6.459999999999990195e-01 9.400000000000000355e+00 2.239999999999999858e+01 7.317042566385680402e+00
-6.359999999999994547e-01 8.599999999999999645e+00 2.239999999999999858e+01 9.939688712538067961e+00
-6.259999999999990017e-01 1.220000000000000107e+01 2.080000000000000071e+01 1.086773571095084456e+01
-6.159999999999993259e-01 9.799999999999998934e+00 2.239999999999999858e+01 9.563886998939768347e+00
-6.059999999999988729e-01 4.599999999999999645e+00 2.239999999999999858e+01 6.774213604117101717e+00
-5.959999999999993081e-01 4.400000000000000355e+00 2.239999999999999858e+01 3.862001339531041744e+00
-5.859999999999988551e-01 2.399999999999999911e+00 2.239999999999999858e+01 1.772127790883567533e+00
-5.759999999999992903e-01 2.399999999999999911e+00 2.239999999999999858e+01 6.544956062935659569e-01
-5.659999999999988374e-01 1.800000000000000044e+00 2.400000000000000000e+01 1.945572940537182161e-01
-5.559999999999991616e-01 2.000000000000000000e+00 2.400000000000000000e+01 4.654975313597550096e-02
-5.459999999999987086e-01 1.199999999999999956e+00 2.319999999999999929e+01 8.964298917491297231e-03
-5.359999999999991438e-01 1.199999999999999956e+00 2.400000000000000000e+01 1.389454597991947662e-03
-5.259999999999995790e-01 4.000000000000000222e-01 2.319999999999999929e+01 1.733410702231352014e-04
-5.159999999999991260e-01 1.000000000000000000e+00 2.319999999999999929e+01 1.740554673868459275e-05
-5.059999999999995612e-01 5.999999999999999778e-01 2.480000000000000071e+01 1.406704733381420557e-06
-4.959999999999990528e-01 1.000000000000000000e+00 2.480000000000000071e+01 9.150552365307892189e-08
-4.859999999999994325e-01 2.000000000000000111e-01 2.400000000000000000e+01 4.790940258625973098e-09
-4.759999999999989795e-01 5.999999999999999778e-01 2.480000000000000071e+01 2.018939397628998055e-10
-4.659999999999994147e-01 0.000000000000000000e+00 2.400000000000000000e+01 6.847860322664339269e-12
-4.559999999999989617e-01 0.000000000000000000e+00 2.480000000000000071e+01 1.869457457826537725e-13
-4.459999999999993414e-01 4.000000000000000222e-01 2.639999999999999858e+01 4.107762848289959192e-15
-4.359999999999988884e-01 0.000000000000000000e+00 2.639999999999999858e+01 7.264809350695523897e-17
-4.259999999999992681e-01 4.000000000000000222e-01 2.560000000000000142e+01 1.034122919143975395e-18
-4.159999999999988152e-01 0.000000000000000000e+00 2.560000000000000142e+01 1.184811301431559003e-20
